frame,timestamp,face_detection_confidence_score,pitch_indicative_ratio,yaw_indicative_ratio,AU1,AU2,AU4,AU5,AU6,AU9,AU12,AU15,AU17,AU20,AU25,AU26
1,0.000,0.97,0.63,0.63,0.47,0.43,-0.12,-0.10,0.01,0.03,-0.02,-0.03,0.24,-0.01,-0.02,0.05
2,0.033,0.97,0.62,0.63,0.79,0.74,-0.15,-0.12,-0.01,0.03,-0.00,-0.04,0.23,-0.02,-0.01,0.08
3,0.067,0.97,0.62,0.63,0.81,0.78,-0.14,-0.11,0.00,0.04,0.00,-0.03,0.24,-0.02,-0.00,0.09
4,0.100,0.97,0.62,0.63,1.18,1.34,-0.24,-0.04,-0.02,0.08,0.02,-0.06,0.21,-0.03,-0.03,0.10
5,0.133,0.97,0.59,0.64,0.70,0.83,-0.18,-0.04,0.00,0.06,-0.01,-0.07,0.24,-0.04,-0.04,0.02
6,0.167,0.97,0.58,0.64,0.40,0.40,-0.13,-0.05,0.00,0.07,-0.04,-0.02,0.25,-0.03,-0.06,-0.04
7,0.200,0.97,0.58,0.64,0.15,0.10,-0.12,-0.04,0.03,0.06,-0.03,-0.00,0.26,-0.01,-0.05,-0.09
8,0.233,0.98,0.60,0.64,0.16,0.10,-0.15,-0.08,0.06,0.03,-0.02,-0.00,0.26,-0.01,-0.03,-0.07
9,0.267,0.98,0.62,0.64,0.21,0.12,-0.14,-0.10,0.06,0.03,-0.01,-0.02,0.25,-0.00,-0.00,-0.03
10,0.300,0.97,0.63,0.64,0.22,0.15,-0.13,-0.10,0.03,0.03,-0.02,-0.01,0.24,0.01,-0.01,-0.02
11,0.333,0.97,0.63,0.64,0.26,0.21,-0.16,-0.12,0.02,0.03,-0.03,-0.01,0.24,0.00,-0.02,-0.01
12,0.367,0.97,0.64,0.64,0.10,0.04,-0.08,-0.06,0.04,0.03,-0.02,-0.00,0.22,0.02,-0.01,0.01
13,0.400,0.97,0.64,0.64,0.13,0.00,-0.08,-0.03,0.04,0.05,-0.04,-0.00,0.23,0.02,0.01,0.02
14,0.433,0.97,0.64,0.64,0.13,0.02,-0.08,-0.03,0.04,0.05,-0.05,-0.01,0.23,0.02,0.01,0.03
15,0.467,0.97,0.64,0.63,0.12,0.03,-0.08,-0.03,0.06,0.04,-0.06,0.01,0.21,0.02,0.01,0.04
16,0.500,0.97,0.64,0.63,0.12,0.03,-0.08,-0.03,0.05,0.05,-0.04,0.02,0.22,0.04,-0.01,0.04
17,0.533,0.97,0.64,0.63,0.14,0.03,-0.08,-0.03,0.04,0.05,-0.05,0.01,0.22,0.04,0.00,0.05
18,0.567,0.97,0.64,0.63,0.13,0.02,-0.09,-0.01,0.04,0.06,-0.06,0.02,0.22,0.03,-0.00,0.03
19,0.600,0.97,0.64,0.64,0.13,0.03,-0.08,-0.02,0.04,0.05,-0.06,0.00,0.24,0.03,-0.01,0.03
20,0.633,0.97,0.64,0.64,0.17,0.09,-0.11,-0.01,0.03,0.04,-0.07,-0.01,0.23,0.02,0.01,0.02
21,0.667,0.97,0.64,0.63,0.13,0.03,-0.10,0.00,0.03,0.05,-0.07,0.01,0.22,0.02,-0.01,0.01
22,0.700,0.97,0.64,0.63,0.15,0.04,-0.09,-0.01,0.03,0.04,-0.06,0.01,0.21,0.02,-0.02,0.02
23,0.733,0.97,0.64,0.63,0.17,0.05,-0.08,-0.01,0.03,0.03,-0.07,-0.00,0.21,-0.00,-0.02,0.01
24,0.767,0.97,0.64,0.63,0.13,0.03,-0.08,-0.00,0.04,0.03,-0.06,-0.01,0.21,0.01,-0.02,0.03
25,0.800,0.97,0.63,0.64,0.13,0.02,-0.08,0.01,0.02,0.03,-0.04,0.02,0.22,0.00,-0.03,0.01
26,0.833,0.98,0.63,0.64,0.14,0.04,-0.07,-0.01,0.00,0.02,-0.02,0.01,0.22,0.01,-0.03,0.02
27,0.867,0.98,0.63,0.64,0.12,0.01,-0.06,-0.01,0.00,0.04,-0.01,0.01,0.23,0.02,-0.03,0.01
28,0.900,0.98,0.63,0.64,0.20,0.08,-0.10,-0.03,0.02,0.03,-0.05,0.00,0.23,0.01,-0.03,0.01
29,0.933,0.98,0.64,0.64,0.21,0.08,-0.08,-0.03,0.02,0.04,-0.04,-0.01,0.25,0.02,-0.02,0.01
30,0.967,0.98,0.63,0.64,0.17,0.05,-0.07,-0.03,0.01,0.03,-0.04,-0.01,0.25,0.02,-0.02,0.01
31,1.000,0.98,0.64,0.64,0.19,0.05,-0.06,-0.02,0.02,0.04,-0.05,-0.00,0.25,-0.00,-0.01,0.01
32,1.033,0.98,0.63,0.64,0.17,0.04,-0.05,-0.03,0.03,0.03,-0.05,-0.00,0.23,-0.00,-0.01,0.02
33,1.067,0.98,0.64,0.64,0.17,0.03,-0.04,-0.04,0.03,0.04,-0.04,0.01,0.23,0.00,-0.00,0.02
34,1.100,0.98,0.63,0.64,0.15,0.02,-0.04,-0.03,0.03,0.04,-0.03,0.00,0.24,0.01,-0.00,0.02
35,1.133,0.98,0.64,0.64,0.15,0.01,-0.04,-0.03,0.03,0.04,-0.03,0.00,0.24,0.01,0.00,0.02
36,1.167,0.97,0.63,0.64,0.13,0.00,-0.05,-0.03,0.02,0.03,-0.02,0.01,0.24,0.02,-0.01,0.00
37,1.200,0.97,0.64,0.63,0.15,0.04,-0.08,-0.03,-0.00,0.03,-0.02,0.03,0.24,0.02,-0.00,0.03
38,1.233,0.97,0.64,0.63,0.12,0.03,-0.07,-0.02,-0.00,0.04,-0.02,0.02,0.24,0.02,-0.01,0.02
39,1.267,0.97,0.64,0.63,0.12,0.03,-0.05,-0.02,0.00,0.06,-0.03,0.03,0.25,0.01,-0.00,0.02
40,1.300,0.98,0.63,0.64,0.12,0.02,-0.04,-0.02,-0.01,0.05,-0.03,0.03,0.24,0.01,-0.01,0.02
41,1.333,0.98,0.63,0.64,0.11,0.02,-0.04,-0.02,-0.01,0.05,-0.02,0.03,0.24,0.00,0.00,0.02
42,1.367,0.97,0.64,0.64,0.19,0.09,-0.09,-0.03,0.00,0.03,-0.04,0.01,0.26,-0.00,0.00,0.03
43,1.400,0.97,0.63,0.64,0.10,0.01,-0.03,-0.03,-0.01,0.05,-0.03,0.02,0.24,0.01,-0.00,0.03
44,1.433,0.97,0.63,0.64,0.10,0.01,-0.03,-0.03,-0.00,0.06,-0.03,0.02,0.23,0.01,-0.01,0.03
45,1.467,0.97,0.63,0.63,0.09,0.01,-0.03,-0.03,-0.00,0.05,-0.03,0.02,0.23,0.01,-0.01,0.03
46,1.500,0.97,0.62,0.64,0.07,-0.01,-0.02,-0.02,-0.01,0.06,-0.01,0.01,0.23,0.01,-0.02,0.02
47,1.533,0.97,0.63,0.63,0.07,0.00,-0.04,-0.02,-0.00,0.06,-0.02,0.00,0.20,0.00,-0.01,0.02
48,1.567,0.97,0.63,0.63,0.08,-0.00,-0.07,-0.02,-0.00,0.06,-0.04,0.02,0.24,-0.00,-0.01,0.02
49,1.600,0.97,0.62,0.63,0.05,0.05,-0.07,-0.04,0.02,0.08,-0.04,-0.00,0.24,0.02,0.04,0.01
50,1.633,0.97,0.59,0.63,0.39,0.37,-0.18,0.13,0.01,0.11,-0.03,-0.06,0.23,0.01,0.01,-0.01
51,1.667,0.97,0.58,0.64,0.30,0.32,-0.17,-0.03,0.05,0.06,-0.04,-0.03,0.25,0.00,-0.03,-0.04
52,1.700,0.97,0.59,0.64,0.18,0.19,-0.16,-0.04,0.04,0.06,-0.03,-0.03,0.26,0.00,-0.02,-0.05
53,1.733,0.97,0.60,0.64,0.13,0.12,-0.13,-0.03,0.03,0.07,-0.03,-0.03,0.21,-0.00,0.00,-0.05
54,1.767,0.97,0.62,0.63,0.07,0.03,-0.08,-0.01,0.04,0.06,-0.04,-0.03,0.20,0.00,0.00,-0.00
55,1.800,0.97,0.62,0.64,0.07,0.03,-0.06,-0.03,0.06,0.05,-0.02,-0.01,0.21,0.01,-0.00,0.01
56,1.833,0.97,0.62,0.64,0.09,0.04,-0.07,-0.04,0.04,0.05,-0.04,-0.02,0.23,-0.01,-0.01,-0.01
57,1.867,0.97,0.62,0.64,0.09,0.04,-0.06,-0.05,0.04,0.04,-0.03,-0.01,0.25,0.01,-0.00,0.01
58,1.900,0.97,0.62,0.64,0.08,0.03,-0.06,-0.05,0.04,0.05,-0.02,-0.01,0.25,0.00,0.00,0.01
59,1.933,0.97,0.62,0.64,0.08,0.03,-0.05,-0.04,0.04,0.05,-0.02,-0.02,0.24,-0.00,0.00,0.01
60,1.967,0.97,0.62,0.64,0.07,0.02,-0.02,-0.04,0.04,0.04,-0.00,-0.01,0.24,0.01,-0.01,0.00
61,2.000,0.97,0.62,0.64,0.09,0.03,-0.07,-0.06,0.03,0.03,-0.02,0.01,0.29,0.02,0.02,0.01
62,2.033,0.97,0.62,0.64,0.07,0.02,-0.06,-0.06,0.03,0.02,-0.03,0.01,0.29,0.02,0.01,-0.02
63,2.067,0.97,0.62,0.64,0.06,0.03,-0.06,-0.07,0.02,0.03,-0.03,0.01,0.27,0.03,0.01,-0.01
64,2.100,0.97,0.62,0.64,0.06,0.01,-0.07,-0.06,0.02,0.04,-0.03,0.01,0.29,0.03,0.00,-0.03
65,2.133,0.97,0.61,0.64,0.07,0.02,-0.07,-0.07,0.02,0.03,-0.03,0.01,0.28,0.01,-0.01,-0.04
66,2.167,0.97,0.61,0.64,0.23,0.19,-0.18,0.07,-0.02,0.05,-0.07,-0.01,0.23,-0.01,0.04,-0.04
67,2.200,0.97,0.58,0.64,0.16,0.17,-0.17,0.03,-0.00,0.02,-0.04,-0.03,0.29,0.02,-0.04,-0.11
68,2.233,0.97,0.58,0.64,0.09,0.11,-0.16,-0.02,0.00,0.05,-0.02,-0.03,0.29,0.01,-0.06,-0.10
69,2.267,0.97,0.58,0.64,0.02,0.06,-0.16,-0.03,0.02,0.05,-0.01,-0.01,0.29,0.02,-0.05,-0.09
70,2.300,0.97,0.59,0.64,0.08,0.09,-0.18,-0.05,0.01,0.03,-0.01,0.00,0.27,0.02,-0.05,-0.07
71,2.333,0.97,0.60,0.64,0.09,0.09,-0.18,-0.05,0.01,0.04,-0.02,-0.00,0.27,0.02,-0.01,-0.06
72,2.367,0.97,0.60,0.64,0.08,0.07,-0.14,-0.07,-0.00,0.04,-0.02,0.03,0.26,0.03,-0.01,-0.05
73,2.400,0.97,0.62,0.64,0.12,0.05,-0.08,-0.06,0.04,0.03,0.01,-0.03,0.23,-0.01,0.01,-0.03
74,2.433,0.97,0.62,0.64,0.12,0.07,-0.10,-0.06,0.04,0.04,0.01,-0.03,0.24,-0.02,0.01,-0.02
75,2.467,0.98,0.62,0.64,0.17,0.12,-0.10,-0.07,0.04,0.04,0.01,-0.02,0.25,-0.01,0.03,-0.02
76,2.500,0.97,0.62,0.64,0.12,0.07,-0.10,-0.07,0.03,0.02,0.00,-0.01,0.23,-0.01,0.00,-0.03
77,2.533,0.97,0.62,0.64,0.11,0.07,-0.10,-0.06,0.03,0.02,0.01,-0.01,0.24,-0.01,-0.00,-0.02
78,2.567,0.98,0.62,0.64,0.12,0.09,-0.11,-0.07,0.03,0.02,0.01,-0.01,0.24,-0.01,0.00,-0.02
79,2.600,0.98,0.62,0.64,0.14,0.10,-0.11,-0.07,0.03,0.03,0.01,-0.01,0.25,-0.02,0.02,-0.01
80,2.633,0.97,0.62,0.64,0.18,0.15,-0.12,-0.07,0.03,0.01,0.02,-0.01,0.24,-0.02,0.00,-0.01
81,2.667,0.97,0.61,0.63,0.14,0.16,-0.10,-0.05,0.03,0.01,0.02,-0.03,0.23,0.00,-0.02,-0.04
82,2.700,0.97,0.57,0.63,0.25,0.38,-0.19,0.08,0.01,0.03,-0.00,-0.04,0.21,-0.00,-0.04,-0.07
83,2.733,0.97,0.56,0.64,0.30,0.39,-0.16,-0.01,0.02,0.04,-0.00,-0.05,0.27,0.00,-0.06,-0.07
84,2.767,0.97,0.55,0.63,0.17,0.21,-0.14,-0.02,0.03,0.06,-0.00,-0.05,0.25,0.00,-0.05,-0.08
85,2.800,0.97,0.55,0.64,0.07,0.04,-0.13,-0.03,0.04,0.06,0.00,-0.02,0.24,0.00,-0.02,-0.08
86,2.833,0.97,0.55,0.63,0.04,0.01,-0.16,-0.02,0.03,0.05,0.00,-0.00,0.24,-0.01,-0.03,-0.08
87,2.867,0.97,0.57,0.63,0.02,0.05,-0.18,-0.04,0.05,0.06,0.01,-0.03,0.24,0.01,0.01,-0.07
88,2.900,0.97,0.58,0.63,0.08,0.06,-0.18,-0.08,0.06,0.03,0.03,-0.02,0.25,0.02,0.03,-0.06
89,2.933,0.97,0.58,0.63,0.03,0.02,-0.15,-0.07,0.07,0.04,0.02,-0.01,0.24,0.01,0.03,-0.06
90,2.967,0.97,0.59,0.63,0.06,0.05,-0.16,-0.07,0.04,0.02,0.01,0.01,0.24,0.02,0.02,-0.05
91,3.000,0.97,0.59,0.64,0.11,0.12,-0.14,-0.09,0.03,0.03,0.01,0.01,0.23,-0.00,0.02,-0.06
92,3.033,0.97,0.60,0.64,0.14,0.14,-0.15,-0.09,0.02,0.03,0.01,0.02,0.24,-0.00,0.02,-0.06
93,3.067,0.97,0.60,0.64,0.13,0.12,-0.15,-0.08,0.01,0.03,-0.00,-0.01,0.23,-0.00,0.01,-0.06
94,3.100,0.97,0.59,0.63,0.13,0.15,-0.17,-0.07,0.01,0.05,-0.00,-0.01,0.23,-0.00,0.02,-0.04
95,3.133,0.97,0.57,0.64,0.15,0.20,-0.16,-0.04,0.04,0.04,0.00,-0.05,0.24,-0.01,-0.01,-0.08
96,3.167,0.97,0.56,0.64,0.15,0.15,-0.13,-0.01,0.05,0.05,0.02,-0.01,0.23,-0.02,-0.03,-0.07
97,3.200,0.97,0.55,0.64,0.10,0.08,-0.11,0.00,0.05,0.03,0.01,-0.01,0.24,-0.01,-0.04,-0.07
98,3.233,0.97,0.56,0.64,0.11,0.10,-0.10,-0.03,0.05,0.04,0.02,-0.02,0.24,-0.03,-0.02,-0.07
99,3.267,0.97,0.57,0.63,0.22,0.22,-0.18,-0.03,0.04,0.00,-0.02,-0.02,0.25,-0.03,0.01,-0.04
100,3.300,0.97,0.59,0.63,0.29,0.26,-0.16,-0.04,0.06,0.01,-0.04,-0.03,0.24,-0.04,0.02,-0.03
101,3.333,0.97,0.61,0.63,0.34,0.30,-0.12,-0.07,0.05,0.02,-0.03,-0.02,0.27,-0.04,0.03,0.02
102,3.367,0.98,0.62,0.63,0.20,0.16,-0.09,-0.07,0.03,0.02,-0.04,-0.01,0.28,-0.01,0.03,0.02
103,3.400,0.98,0.61,0.63,0.22,0.16,-0.06,-0.07,0.05,0.04,-0.01,-0.01,0.24,-0.03,0.04,0.02
104,3.433,0.98,0.62,0.63,0.18,0.11,-0.06,-0.06,0.05,0.04,-0.02,-0.01,0.23,-0.03,0.02,0.01
105,3.467,0.98,0.62,0.63,0.22,0.16,-0.08,-0.07,0.05,0.05,-0.02,-0.01,0.24,-0.03,0.02,-0.00
106,3.500,0.98,0.62,0.63,0.21,0.13,-0.08,-0.07,0.04,0.04,-0.04,0.00,0.23,-0.03,0.00,-0.00
107,3.533,0.98,0.61,0.63,0.18,0.08,-0.05,-0.06,0.05,0.02,-0.04,0.00,0.25,-0.02,0.01,-0.02
108,3.567,0.97,0.61,0.63,0.15,0.08,-0.07,-0.02,0.04,0.02,-0.05,-0.01,0.23,-0.01,0.01,-0.02
109,3.600,0.97,0.57,0.63,0.75,0.88,-0.21,0.03,0.01,0.05,-0.03,-0.09,0.26,-0.02,-0.04,0.06
110,3.633,0.97,0.56,0.63,0.42,0.47,-0.15,-0.02,0.01,0.05,-0.03,-0.07,0.24,-0.01,-0.03,0.01
111,3.667,0.97,0.55,0.64,0.27,0.24,-0.11,-0.07,0.03,0.04,-0.03,-0.02,0.27,-0.03,-0.04,-0.05
112,3.700,0.97,0.55,0.64,0.32,0.29,-0.12,-0.08,0.02,0.05,-0.01,-0.03,0.26,-0.03,-0.04,-0.03
113,3.733,0.97,0.55,0.64,0.20,0.18,-0.12,-0.08,0.03,0.05,0.01,-0.02,0.25,0.01,-0.05,-0.03
114,3.767,0.97,0.56,0.64,0.13,0.14,-0.15,-0.07,0.04,0.05,0.02,0.00,0.27,0.02,-0.03,-0.02
115,3.800,0.97,0.57,0.63,0.13,0.11,-0.18,-0.08,0.02,0.04,0.02,-0.00,0.25,0.02,-0.05,-0.03
116,3.833,0.97,0.59,0.64,0.09,0.06,-0.15,-0.07,0.05,0.03,0.02,-0.02,0.26,0.02,0.00,-0.05
117,3.867,0.97,0.58,0.64,0.31,0.26,-0.19,-0.13,0.06,0.04,0.02,-0.02,0.26,-0.00,0.01,-0.04
118,3.900,0.97,0.59,0.64,0.19,0.14,-0.13,-0.09,0.04,0.03,0.01,-0.02,0.24,-0.00,0.01,-0.05
119,3.933,0.97,0.60,0.64,0.18,0.13,-0.13,-0.11,0.05,0.04,-0.00,-0.02,0.23,0.00,0.00,-0.05
