frame,timestamp,face_detection_confidence_score,pitch_indicative_ratio,yaw_indicative_ratio,AU1,AU2,AU4,AU5,AU6,AU9,AU12,AU15,AU17,AU20,AU25,AU26
1,0.000,0.96,0.70,0.68,0.53,0.54,0.11,0.11,0.54,0.02,0.04,1.61,1.47,0.01,-0.07,0.10
2,0.033,0.96,0.70,0.68,0.48,0.49,0.12,0.11,0.50,0.02,0.04,1.63,1.51,0.02,-0.07,0.09
3,0.067,0.96,0.70,0.68,0.58,0.57,0.08,0.14,0.50,-0.03,0.03,1.62,1.41,0.07,-0.06,0.12
4,0.100,0.97,0.69,0.68,0.53,0.60,0.20,0.17,0.57,0.03,0.06,1.64,1.64,0.03,-0.03,0.07
5,0.133,0.98,0.69,0.67,0.54,0.55,0.04,0.10,0.58,0.01,0.00,1.53,1.45,0.06,-0.04,0.06
6,0.167,0.98,0.70,0.67,0.65,0.68,0.06,0.11,0.66,-0.00,0.15,1.48,1.61,0.06,-0.05,0.07
7,0.200,0.98,0.70,0.67,0.78,0.85,0.01,0.14,0.49,-0.04,0.17,1.49,1.56,0.05,-0.02,0.15
8,0.233,0.98,0.70,0.65,0.67,0.58,0.04,0.06,0.59,-0.06,0.19,1.51,1.51,0.11,-0.04,0.06
9,0.267,0.97,0.72,0.62,1.11,1.09,0.06,0.07,0.55,-0.11,0.10,1.51,1.01,0.12,-0.09,0.16
10,0.300,0.97,0.72,0.61,1.06,1.02,-0.09,0.06,0.56,-0.10,0.14,1.46,1.13,0.01,0.05,0.15
11,0.333,0.97,0.72,0.61,0.91,0.86,-0.09,0.01,0.54,-0.09,0.06,1.52,1.52,0.08,-0.15,0.21
12,0.367,0.96,0.73,0.56,0.38,0.30,-0.03,0.10,0.53,-0.07,0.03,1.44,1.43,-0.02,-0.04,0.15
13,0.400,0.97,0.71,0.55,0.28,0.26,0.01,0.06,0.49,-0.06,0.09,1.45,1.14,0.01,0.02,0.12
14,0.433,0.97,0.72,0.50,0.89,0.93,-0.00,0.00,0.52,-0.09,0.13,1.43,1.09,-0.04,0.01,0.12
15,0.467,0.96,0.71,0.45,1.07,1.15,-0.02,0.03,0.49,-0.12,0.21,1.39,1.27,-0.05,0.09,0.08
16,0.500,0.96,0.73,0.44,0.91,0.95,0.06,0.02,0.46,-0.10,0.11,1.38,1.33,-0.00,0.17,0.08
17,0.533,0.97,0.72,0.41,1.32,1.73,0.05,-0.01,0.39,-0.01,0.10,1.35,0.67,-0.07,0.34,0.32
18,0.567,0.95,0.71,0.39,1.50,1.76,0.15,0.08,0.71,0.06,0.43,0.59,1.10,-0.05,0.46,0.43
19,0.600,0.94,0.72,0.33,0.78,1.07,0.11,0.12,0.77,0.18,0.23,0.73,1.30,0.00,-0.21,-0.04
20,0.633,0.96,0.73,0.34,1.81,2.31,0.26,0.22,0.50,0.15,0.54,0.71,1.73,0.04,-0.10,0.21
21,0.667,0.94,0.74,0.33,1.33,1.63,0.05,0.24,0.35,0.14,0.33,0.24,0.73,-0.14,0.45,1.02
22,0.700,0.97,0.73,0.33,1.98,2.41,0.13,0.22,0.19,0.04,0.53,0.06,0.44,0.02,0.91,1.30
23,0.733,0.95,0.70,0.33,1.12,1.60,0.16,0.05,0.20,0.06,0.18,0.00,0.08,-0.01,0.30,0.18
24,0.767,0.96,0.70,0.31,0.69,0.65,0.24,0.28,0.61,0.31,0.34,0.25,0.37,0.10,1.25,1.62
25,0.800,0.95,0.68,0.33,0.43,0.41,0.19,0.21,0.50,0.22,0.17,0.38,0.37,-0.07,1.07,1.42
26,0.833,0.91,0.73,0.34,1.29,1.84,0.31,0.16,1.27,0.27,0.98,0.57,1.68,0.43,0.82,0.94
27,0.867,0.90,0.75,0.34,1.39,1.85,0.19,0.13,0.45,0.27,0.39,0.23,0.97,-0.01,0.72,0.48
28,0.900,0.89,0.75,0.34,0.80,1.01,0.09,0.07,0.64,-0.04,0.60,0.33,1.24,0.01,0.61,0.58
29,0.933,0.91,0.77,0.34,0.24,0.22,-0.03,0.08,0.68,0.09,0.48,0.27,0.67,0.16,0.66,1.01
30,0.967,0.89,0.80,0.34,0.12,0.05,0.03,0.06,0.47,0.18,0.13,0.13,0.56,0.10,0.39,1.08
31,1.000,0.90,0.78,0.34,0.21,0.09,0.17,0.05,0.40,0.26,0.24,0.35,1.19,0.18,0.64,0.96
32,1.033,0.90,0.77,0.33,0.26,0.11,0.19,0.05,0.37,0.25,0.30,0.37,0.46,0.19,1.09,0.79
33,1.067,0.91,0.76,0.36,0.43,0.38,0.00,0.23,0.52,0.13,0.75,0.02,0.59,0.37,1.75,1.66
34,1.100,0.94,0.74,0.39,0.12,0.22,0.23,0.01,0.54,-0.09,0.58,0.09,1.53,0.24,0.80,0.56
35,1.133,0.93,0.69,0.38,0.05,0.04,0.33,0.07,0.40,0.14,-0.12,0.25,2.29,-0.13,0.11,0.53
36,1.167,0.91,0.75,0.40,0.09,0.14,0.25,0.11,0.43,0.03,0.05,1.19,1.36,0.18,-0.03,0.35
37,1.200,0.91,0.72,0.40,0.09,0.14,0.20,0.10,0.63,0.03,0.11,0.89,0.91,0.20,-0.05,0.07
38,1.233,0.94,0.75,0.40,0.05,0.15,0.21,0.09,0.36,0.05,0.02,1.22,0.49,0.06,0.08,0.15
39,1.267,0.94,0.75,0.43,-0.02,0.06,0.19,0.13,0.30,0.03,0.03,0.99,0.54,0.04,0.05,0.03
40,1.300,0.96,0.73,0.43,-0.04,0.10,0.27,0.12,0.27,0.02,0.10,0.92,0.80,0.13,0.06,0.01
41,1.333,0.96,0.73,0.43,-0.01,0.08,0.15,0.11,0.29,-0.00,0.15,0.86,0.69,0.10,0.05,0.02
42,1.367,0.94,0.73,0.43,-0.00,0.06,0.13,0.13,0.27,-0.02,0.24,0.83,0.72,0.12,-0.00,-0.00
43,1.400,0.93,0.73,0.45,-0.07,0.06,0.20,0.13,0.26,0.00,0.17,1.01,0.63,0.14,0.03,-0.01
44,1.433,0.94,0.74,0.44,-0.03,0.04,0.29,0.13,0.25,-0.02,0.07,0.89,0.55,0.14,0.01,0.01
45,1.467,0.94,0.74,0.47,-0.01,0.04,0.41,0.13,0.25,0.01,0.02,1.14,0.79,0.20,0.14,0.15
46,1.500,0.93,0.73,0.49,-0.01,0.05,0.38,0.13,0.29,0.03,0.03,1.02,0.80,0.20,0.10,0.24
47,1.533,0.94,0.73,0.49,0.03,0.05,0.30,0.13,0.30,0.03,-0.02,1.08,0.79,0.22,0.14,0.23
48,1.567,0.95,0.74,0.49,0.04,0.10,0.29,0.16,0.25,0.06,-0.02,1.13,0.78,0.21,0.11,0.19
49,1.600,0.96,0.74,0.52,0.06,0.06,0.32,0.14,0.37,0.06,-0.07,1.05,0.66,0.16,0.13,0.19
50,1.633,0.96,0.73,0.52,0.06,0.06,0.29,0.15,0.36,0.06,-0.06,1.01,0.65,0.16,0.13,0.20
51,1.667,0.95,0.76,0.53,0.06,0.09,0.26,0.10,0.41,0.05,-0.02,0.95,0.94,0.14,0.04,0.10
52,1.700,0.95,0.73,0.52,0.07,0.11,0.21,0.12,0.39,0.06,-0.01,0.97,0.64,0.14,0.10,0.15
53,1.733,0.96,0.74,0.53,0.05,0.08,0.28,0.11,0.44,0.07,-0.00,0.90,0.69,0.15,0.02,0.05
54,1.767,0.96,0.75,0.54,0.07,0.10,0.30,0.10,0.40,0.08,0.05,0.93,0.78,0.17,0.08,0.09
55,1.800,0.96,0.75,0.55,0.09,0.07,0.32,0.09,0.39,0.05,-0.01,0.85,0.80,0.14,0.05,0.08
56,1.833,0.95,0.78,0.55,0.02,0.12,0.33,0.07,0.41,0.03,-0.02,0.99,1.07,0.16,0.00,0.17
