frame,timestamp,face_detection_confidence_score,pitch_indicative_ratio,yaw_indicative_ratio,AU1,AU2,AU4,AU5,AU6,AU9,AU12,AU15,AU17,AU20,AU25,AU26
1,0.000,0.96,0.76,0.73,0.19,0.05,0.22,-0.07,0.32,0.30,0.38,0.06,-0.24,0.04,1.27,0.43
2,0.033,0.96,0.76,0.74,0.17,0.04,0.21,-0.08,0.33,0.29,0.38,0.06,-0.23,0.06,1.22,0.41
3,0.067,0.96,0.74,0.73,0.15,0.00,0.21,-0.12,0.31,0.23,0.20,0.03,-0.15,0.04,1.16,0.47
4,0.100,0.96,0.74,0.73,0.17,0.01,0.30,-0.12,0.28,0.31,0.15,0.05,-0.15,-0.00,1.18,0.45
5,0.133,0.94,0.72,0.71,0.11,-0.02,0.25,-0.12,0.20,0.23,0.02,0.03,-0.08,-0.00,0.97,0.45
6,0.167,0.94,0.72,0.70,0.08,-0.03,0.30,-0.13,0.19,0.26,0.00,0.02,-0.10,-0.01,1.12,0.53
7,0.200,0.95,0.72,0.70,0.09,0.01,0.30,-0.15,0.25,0.25,0.04,0.07,-0.08,0.01,1.26,0.52
8,0.233,0.95,0.72,0.70,0.09,0.00,0.29,-0.14,0.24,0.25,0.05,0.06,-0.07,0.01,1.25,0.51
9,0.267,0.95,0.71,0.70,0.08,-0.02,0.19,-0.04,0.13,0.11,0.00,0.02,0.00,-0.02,1.06,0.20
10,0.300,0.95,0.71,0.70,0.07,-0.01,0.22,-0.07,0.15,0.16,-0.01,0.04,-0.01,-0.02,1.17,0.25
11,0.333,0.95,0.71,0.69,0.06,-0.02,0.26,-0.08,0.13,0.22,-0.07,0.03,-0.08,-0.04,1.07,0.26
12,0.367,0.95,0.71,0.69,0.07,-0.02,0.25,-0.07,0.15,0.20,-0.06,0.04,-0.07,-0.03,1.09,0.26
13,0.400,0.95,0.70,0.70,0.07,-0.00,0.24,-0.03,0.17,0.17,-0.02,0.09,-0.01,0.00,1.10,0.29
14,0.433,0.95,0.70,0.70,0.08,-0.00,0.23,-0.03,0.17,0.17,-0.03,0.09,-0.02,0.00,1.10,0.29
15,0.467,0.95,0.70,0.70,0.04,-0.02,0.26,-0.07,0.28,0.26,0.02,0.11,-0.05,-0.01,1.14,0.22
16,0.500,0.95,0.71,0.70,0.04,-0.04,0.29,-0.08,0.24,0.27,0.03,0.10,-0.02,0.00,1.08,0.20
17,0.533,0.94,0.75,0.71,0.07,-0.01,0.20,-0.02,0.15,0.17,0.06,0.02,0.04,0.01,0.45,0.05
18,0.567,0.94,0.75,0.71,0.07,-0.01,0.19,-0.03,0.15,0.18,0.09,0.03,0.04,0.01,0.59,0.08
19,0.600,0.95,0.75,0.71,0.07,0.01,0.14,0.01,0.13,0.15,0.02,0.02,0.04,-0.01,0.37,0.08
20,0.633,0.95,0.75,0.71,0.06,0.00,0.13,0.02,0.12,0.13,0.02,0.02,0.03,-0.00,0.38,0.06
21,0.667,0.96,0.77,0.71,0.04,-0.01,0.15,0.04,0.12,0.12,0.04,-0.03,0.04,-0.01,0.04,0.02
22,0.700,0.96,0.75,0.70,0.07,0.01,0.15,0.03,0.17,0.15,0.08,-0.01,0.04,0.02,0.02,0.06
23,0.733,0.96,0.76,0.70,0.05,0.03,0.12,0.03,0.13,0.11,0.08,0.01,0.02,0.01,0.03,0.06
24,0.767,0.96,0.76,0.69,0.07,0.03,0.14,0.02,0.13,0.10,0.06,-0.00,0.04,0.02,0.02,0.08
25,0.800,0.96,0.75,0.69,0.08,0.03,0.04,-0.02,0.11,0.10,0.02,-0.02,0.02,-0.05,0.22,0.10
26,0.833,0.96,0.74,0.69,0.08,0.07,0.04,-0.03,0.14,0.12,0.07,-0.01,0.08,0.02,0.07,0.13
27,0.867,0.97,0.74,0.69,0.07,0.06,0.03,-0.02,0.14,0.11,0.08,-0.02,0.07,0.02,0.07,0.11
28,0.900,0.96,0.74,0.69,0.07,0.07,0.06,-0.04,0.10,0.10,0.08,-0.01,0.07,-0.00,0.11,0.09
29,0.933,0.96,0.74,0.69,0.06,0.07,0.06,-0.04,0.11,0.11,0.11,0.01,0.07,0.01,0.12,0.09
30,0.967,0.96,0.74,0.69,0.07,0.08,0.07,-0.03,0.13,0.12,0.08,0.00,0.06,0.04,0.09,0.10
31,1.000,0.96,0.74,0.69,0.09,0.10,0.07,-0.04,0.12,0.11,0.09,0.01,0.04,0.03,0.07,0.11
32,1.033,0.96,0.73,0.68,0.08,0.04,0.02,-0.04,0.12,0.13,0.09,-0.00,0.03,0.04,0.06,0.09
33,1.067,0.96,0.74,0.69,0.09,0.04,0.07,-0.05,0.12,0.14,0.07,0.00,0.05,0.03,0.08,0.12
34,1.100,0.96,0.73,0.69,0.09,0.04,0.03,-0.03,0.11,0.10,0.12,-0.00,-0.02,0.01,0.14,0.20
35,1.133,0.96,0.73,0.69,0.09,0.05,0.03,-0.02,0.10,0.09,0.11,0.00,-0.02,0.01,0.18,0.21
36,1.167,0.96,0.74,0.69,0.07,0.04,0.04,-0.03,0.07,0.14,0.02,0.01,0.01,-0.02,0.44,0.20
37,1.200,0.96,0.73,0.69,0.06,-0.00,0.09,-0.01,0.08,0.16,0.01,0.03,0.02,-0.05,0.28,0.28
38,1.233,0.96,0.74,0.70,0.09,0.03,0.07,-0.01,0.07,0.16,0.04,0.06,0.04,-0.04,0.37,0.42
39,1.267,0.96,0.73,0.69,0.08,0.02,0.06,-0.02,0.06,0.17,0.05,0.06,0.04,-0.04,0.32,0.39
40,1.300,0.96,0.73,0.69,0.10,0.02,0.11,-0.01,0.05,0.17,0.04,0.05,0.06,-0.01,0.24,0.36
41,1.333,0.96,0.73,0.69,0.11,-0.00,0.10,-0.03,0.07,0.19,0.04,0.06,0.01,-0.02,0.37,0.43
42,1.367,0.96,0.73,0.69,0.14,0.02,0.09,-0.05,0.02,0.18,0.07,0.05,0.01,-0.04,0.42,0.39
43,1.400,0.96,0.74,0.69,0.12,0.02,0.11,-0.04,0.03,0.16,0.04,0.04,0.03,-0.05,0.39,0.37
44,1.433,0.96,0.74,0.69,0.17,0.04,0.07,-0.03,0.05,0.19,0.08,0.06,0.04,-0.07,0.61,0.49
45,1.467,0.96,0.73,0.68,0.17,0.08,0.00,-0.00,0.05,0.14,0.04,0.05,-0.06,-0.06,0.80,0.75
46,1.500,0.96,0.72,0.68,0.17,0.09,0.02,0.00,0.05,0.11,0.03,0.05,-0.01,-0.03,0.70,0.66
47,1.533,0.96,0.72,0.68,0.16,0.09,0.01,-0.01,0.07,0.12,0.04,0.05,-0.01,-0.04,0.70,0.64
48,1.567,0.97,0.74,0.69,0.15,0.08,0.03,0.00,0.08,0.11,0.04,0.05,-0.00,-0.04,0.59,0.42
49,1.600,0.97,0.73,0.69,0.14,0.03,0.08,-0.03,0.09,0.18,0.04,0.06,-0.07,-0.02,0.67,0.79
50,1.633,0.97,0.73,0.69,0.16,0.05,0.11,-0.01,0.09,0.15,0.05,0.06,-0.07,-0.01,0.77,0.87
51,1.667,0.97,0.73,0.69,0.17,0.05,0.10,-0.01,0.09,0.14,0.05,0.06,-0.08,-0.02,0.80,0.89
52,1.700,0.97,0.73,0.69,0.13,0.07,0.06,-0.02,0.07,0.15,0.04,0.07,-0.04,-0.02,0.65,0.74
53,1.733,0.97,0.73,0.69,0.13,0.07,0.05,-0.05,0.07,0.15,0.04,0.09,-0.05,-0.02,0.63,0.80
54,1.767,0.97,0.74,0.69,0.13,0.06,0.01,-0.05,0.08,0.14,0.03,0.07,-0.04,-0.01,0.66,0.71
55,1.800,0.97,0.73,0.69,0.13,0.06,0.02,-0.05,0.07,0.14,0.03,0.06,-0.05,-0.01,0.61,0.74
56,1.833,0.96,0.73,0.69,0.17,0.05,0.02,-0.09,0.24,0.28,0.02,0.08,-0.10,0.01,0.59,0.50
57,1.867,0.96,0.73,0.69,0.15,0.04,-0.01,-0.14,0.28,0.25,0.05,0.05,-0.09,0.02,0.63,0.46
58,1.900,0.97,0.69,0.69,0.17,0.04,0.06,-0.06,0.14,0.02,0.03,0.03,0.01,0.01,0.60,0.42
59,1.933,0.97,0.69,0.69,0.15,0.05,0.07,-0.06,0.14,0.04,0.03,0.04,-0.01,-0.01,0.68,0.43
60,1.967,0.97,0.70,0.69,0.11,0.05,0.05,-0.09,0.13,0.06,0.05,0.05,-0.09,0.00,0.87,0.38
61,2.000,0.97,0.70,0.69,0.24,0.13,0.04,-0.05,0.10,0.09,0.04,0.04,-0.04,-0.00,0.93,0.32
62,2.033,0.97,0.70,0.69,0.16,0.10,0.02,-0.03,0.12,0.10,-0.01,0.06,-0.06,0.03,1.08,0.49
63,2.067,0.97,0.70,0.69,0.13,0.09,0.04,-0.04,0.12,0.13,-0.01,0.07,-0.06,0.03,1.03,0.48
64,2.100,0.96,0.70,0.69,0.18,0.09,0.03,-0.09,0.12,0.16,-0.04,0.11,-0.06,0.02,1.02,0.74
65,2.133,0.96,0.70,0.69,0.18,0.08,0.05,-0.09,0.13,0.18,-0.04,0.12,-0.07,0.01,1.01,0.73
66,2.167,0.96,0.69,0.69,0.17,0.08,0.06,-0.07,0.08,0.18,-0.04,0.13,-0.06,0.01,1.19,0.63
67,2.200,0.96,0.71,0.69,0.18,0.09,0.04,-0.07,0.09,0.16,-0.04,0.10,-0.06,0.01,1.16,0.57
68,2.233,0.96,0.69,0.69,0.14,0.06,0.09,-0.03,0.11,0.15,-0.03,0.09,-0.06,0.02,1.23,0.65
