frame,timestamp,face_detection_confidence_score,pitch_indicative_ratio,yaw_indicative_ratio,AU1,AU2,AU4,AU5,AU6,AU9,AU12,AU15,AU17,AU20,AU25,AU26
1,0.000,0.948,0.704,0.720,0.211,0.021,0.118,-0.085,0.064,0.114,0.044,0.053,0.066,-0.026,0.445,0.031
2,0.033,0.944,0.698,0.715,0.222,0.062,0.184,-0.146,0.089,0.126,0.014,0.056,0.027,0.022,0.619,0.464
3,0.067,0.942,0.698,0.715,0.214,0.041,0.174,-0.148,0.096,0.124,0.013,0.066,0.051,0.019,0.670,0.592
4,0.100,0.941,0.716,0.712,0.144,0.003,0.155,-0.155,0.056,0.109,0.022,0.095,0.091,-0.014,0.694,0.549
5,0.133,0.948,0.715,0.710,0.153,-0.026,0.275,-0.108,0.131,0.090,-0.041,0.071,0.098,-0.032,0.633,0.538
6,0.167,0.948,0.711,0.713,0.107,-0.025,0.220,-0.099,0.083,0.082,-0.036,0.062,0.094,-0.011,0.643,0.390
7,0.200,0.948,0.711,0.714,0.112,-0.028,0.225,-0.101,0.090,0.087,-0.042,0.057,0.103,-0.024,0.625,0.358
8,0.233,0.943,0.712,0.714,0.107,-0.023,0.228,-0.095,0.089,0.124,-0.005,0.072,0.086,-0.008,0.723,0.594
9,0.267,0.942,0.714,0.714,0.100,-0.032,0.256,-0.105,0.106,0.130,-0.007,0.081,0.066,-0.026,0.727,0.587
10,0.300,0.947,0.703,0.712,0.161,0.040,0.155,-0.043,0.042,0.104,-0.043,0.036,0.056,-0.059,0.651,0.281
11,0.333,0.949,0.699,0.715,0.169,0.034,0.141,-0.062,0.028,0.077,-0.070,0.033,0.025,-0.075,0.641,0.184
12,0.367,0.947,0.714,0.715,0.134,0.040,0.153,-0.072,0.038,0.088,-0.017,0.035,0.046,-0.058,0.672,0.301
13,0.400,0.948,0.727,0.711,0.125,-0.047,0.159,-0.031,0.061,0.097,0.006,0.021,0.072,-0.056,0.498,0.155
14,0.433,0.944,0.747,0.714,0.049,-0.097,0.255,-0.056,0.092,0.137,-0.011,0.064,0.135,-0.040,0.499,0.229
15,0.467,0.944,0.747,0.713,0.035,-0.107,0.273,-0.053,0.080,0.132,-0.015,0.057,0.127,-0.047,0.467,0.204
16,0.500,0.945,0.745,0.718,0.049,-0.073,0.145,-0.006,0.047,0.109,-0.001,0.047,0.123,-0.055,0.501,0.205
17,0.533,0.949,0.733,0.722,0.073,-0.016,0.080,-0.012,0.030,0.068,-0.005,0.023,0.073,-0.040,0.472,0.113
18,0.567,0.951,0.738,0.721,0.058,-0.030,0.119,-0.006,0.030,0.080,-0.019,0.023,0.065,-0.056,0.487,0.152
19,0.600,0.952,0.739,0.720,0.064,-0.026,0.091,-0.006,0.029,0.070,-0.019,0.019,0.056,-0.053,0.463,0.118
20,0.633,0.951,0.739,0.720,0.064,-0.005,0.077,-0.007,0.031,0.063,-0.033,0.019,0.069,-0.057,0.474,0.106
21,0.667,0.951,0.739,0.720,0.071,0.000,0.078,-0.006,0.029,0.060,-0.032,0.023,0.068,-0.060,0.485,0.112
22,0.700,0.951,0.738,0.721,0.072,-0.010,0.078,-0.002,0.027,0.070,-0.028,0.028,0.069,-0.058,0.465,0.107
23,0.733,0.951,0.739,0.720,0.070,-0.009,0.078,0.000,0.028,0.071,-0.035,0.024,0.062,-0.058,0.469,0.099
24,0.767,0.950,0.735,0.714,0.123,0.038,0.061,-0.024,0.024,0.078,-0.033,0.031,0.051,-0.064,0.496,0.230
25,0.800,0.949,0.738,0.712,0.128,0.046,0.025,-0.057,0.065,0.093,-0.046,0.057,0.072,-0.026,0.645,0.228
26,0.833,0.949,0.727,0.715,0.102,0.035,0.086,-0.032,0.068,0.115,-0.017,0.070,0.059,-0.031,0.662,0.351
27,0.867,0.948,0.727,0.715,0.096,0.019,0.098,-0.032,0.066,0.119,-0.021,0.070,0.056,-0.030,0.665,0.371
28,0.900,0.950,0.723,0.717,0.121,0.013,0.036,-0.027,0.059,0.074,-0.028,0.105,0.066,-0.028,0.600,0.632
29,0.933,0.953,0.739,0.715,0.145,-0.010,0.032,-0.026,0.059,0.042,-0.025,0.054,0.160,-0.016,0.581,0.225
30,0.967,0.956,0.736,0.714,0.139,-0.013,0.035,-0.026,0.062,0.054,-0.012,0.051,0.181,-0.029,0.565,0.321
31,1.000,0.952,0.740,0.715,0.141,-0.010,0.039,-0.026,0.064,0.029,-0.041,0.064,0.144,-0.023,0.586,0.371
32,1.033,0.953,0.734,0.713,0.135,-0.009,0.039,-0.008,0.078,0.055,-0.009,0.074,0.181,-0.027,0.560,0.420
33,1.067,0.952,0.739,0.715,0.141,-0.004,0.050,-0.019,0.073,0.028,-0.027,0.068,0.145,-0.024,0.524,0.319
34,1.100,0.952,0.739,0.715,0.141,-0.004,0.050,-0.019,0.073,0.028,-0.027,0.068,0.145,-0.024,0.524,0.319
35,1.133,0.952,0.739,0.715,0.144,-0.001,0.058,-0.023,0.073,0.044,-0.031,0.073,0.143,-0.027,0.551,0.330
36,1.167,0.952,0.739,0.716,0.148,0.003,0.052,-0.025,0.072,0.044,-0.028,0.072,0.150,-0.025,0.558,0.346
37,1.200,0.948,0.737,0.717,0.097,0.028,0.047,-0.040,0.105,0.074,0.023,0.039,0.096,-0.032,0.358,0.189
38,1.233,0.947,0.737,0.717,0.101,0.035,0.048,-0.041,0.107,0.076,0.028,0.044,0.101,-0.028,0.345,0.204
39,1.267,0.947,0.745,0.712,0.113,0.040,0.089,-0.068,0.084,0.088,0.007,0.027,0.088,-0.021,0.352,0.112
40,1.300,0.946,0.745,0.712,0.109,0.036,0.081,-0.068,0.088,0.096,0.015,0.035,0.105,-0.019,0.355,0.133
41,1.333,0.947,0.739,0.716,0.093,0.004,0.054,-0.038,0.068,0.111,0.020,0.061,0.116,-0.033,0.504,0.321
42,1.367,0.948,0.739,0.716,0.091,0.003,0.044,-0.037,0.064,0.104,0.018,0.051,0.106,-0.034,0.494,0.284
43,1.400,0.949,0.739,0.716,0.076,0.006,0.055,-0.009,0.084,0.058,0.021,0.038,0.128,-0.016,0.474,0.159
44,1.433,0.949,0.739,0.716,0.070,0.008,0.053,-0.006,0.080,0.056,0.018,0.038,0.130,-0.013,0.465,0.143
45,1.467,0.949,0.746,0.718,0.099,-0.021,0.047,-0.009,0.063,0.072,0.002,0.056,0.094,-0.020,0.564,0.317
46,1.500,0.949,0.747,0.718,0.101,-0.024,0.046,-0.012,0.061,0.078,-0.000,0.057,0.095,-0.019,0.576,0.302
47,1.533,0.949,0.739,0.714,0.104,-0.033,0.066,-0.029,0.066,0.087,0.007,0.055,0.096,-0.022,0.600,0.328
48,1.567,0.948,0.739,0.714,0.104,-0.033,0.066,-0.029,0.066,0.087,0.007,0.055,0.096,-0.022,0.600,0.328
49,1.600,0.955,0.749,0.713,0.102,-0.013,0.080,-0.017,0.074,0.080,-0.010,0.048,0.119,-0.000,0.630,0.260
50,1.633,0.955,0.753,0.717,0.113,-0.025,0.103,-0.013,0.069,0.080,-0.022,0.059,0.120,-0.015,0.633,0.422
51,1.667,0.955,0.753,0.716,0.117,-0.027,0.083,-0.010,0.070,0.082,-0.014,0.053,0.128,-0.017,0.642,0.416
52,1.700,0.955,0.753,0.716,0.113,-0.029,0.089,-0.013,0.071,0.085,-0.012,0.058,0.129,-0.018,0.634,0.455
53,1.733,0.955,0.751,0.713,0.117,0.028,0.059,-0.021,0.077,0.066,-0.024,0.050,0.159,-0.022,0.590,0.307
54,1.767,0.956,0.751,0.712,0.113,0.018,0.054,-0.021,0.072,0.072,-0.018,0.064,0.151,-0.027,0.627,0.431
55,1.800,0.956,0.750,0.713,0.116,0.016,0.052,-0.014,0.080,0.062,-0.019,0.053,0.158,-0.030,0.619,0.394
56,1.833,0.955,0.750,0.713,0.118,0.021,0.062,-0.016,0.077,0.069,-0.016,0.063,0.157,-0.030,0.640,0.417
57,1.867,0.949,0.729,0.714,0.194,0.033,0.071,-0.053,0.097,0.108,-0.006,0.032,0.114,-0.030,0.647,0.240
58,1.900,0.949,0.732,0.712,0.185,0.002,0.106,-0.054,0.096,0.127,-0.026,0.031,0.109,-0.040,0.670,0.240
59,1.933,0.950,0.722,0.711,0.160,-0.015,0.080,-0.088,0.109,0.091,-0.039,0.023,0.080,-0.024,0.659,0.172
60,1.967,0.950,0.721,0.711,0.163,-0.007,0.084,-0.075,0.094,0.089,-0.045,0.028,0.096,-0.024,0.592,0.149
61,2.000,0.945,0.722,0.716,0.123,-0.009,0.076,-0.044,0.094,0.081,-0.038,0.061,0.104,-0.048,0.653,0.376
62,2.033,0.946,0.721,0.716,0.158,0.000,0.070,-0.045,0.110,0.082,-0.023,0.060,0.097,-0.050,0.673,0.382
63,2.067,0.941,0.728,0.719,0.129,0.010,0.096,-0.110,0.095,0.099,-0.016,0.058,0.061,-0.021,0.647,0.463
64,2.100,0.940,0.728,0.718,0.131,0.011,0.094,-0.111,0.100,0.097,-0.017,0.055,0.066,-0.027,0.668,0.495
65,2.133,0.942,0.717,0.721,0.202,-0.009,0.126,-0.090,0.178,0.154,-0.011,0.054,0.059,-0.061,0.690,0.498
66,2.167,0.942,0.722,0.732,0.190,-0.001,0.154,-0.084,0.161,0.165,-0.015,0.047,0.078,-0.072,0.679,0.451
67,2.200,0.940,0.699,0.723,0.324,0.066,0.052,-0.065,0.190,0.094,-0.056,0.026,0.052,-0.027,0.671,0.346
