frame,timestamp,face_detection_confidence_score,pitch_indicative_ratio,yaw_indicative_ratio,AU1,AU2,AU4,AU5,AU6,AU9,AU12,AU15,AU17,AU20,AU25,AU26
1,0.000,0.91,0.73,0.62,-0.00,0.06,0.26,0.03,0.44,0.04,0.14,0.02,0.66,0.09,0.50,2.10
2,0.033,0.91,0.73,0.62,-0.03,0.07,0.35,0.04,0.48,0.04,0.12,0.07,0.89,0.15,0.41,1.93
3,0.067,0.91,0.75,0.62,-0.06,0.05,0.32,0.04,0.56,-0.01,0.25,-0.03,0.58,0.13,0.34,1.69
4,0.100,0.92,0.75,0.61,-0.00,0.06,0.24,-0.02,0.39,0.03,0.18,-0.03,0.56,0.08,0.40,1.65
5,0.133,0.92,0.76,0.61,-0.05,0.06,0.32,-0.02,0.47,0.05,0.13,-0.06,0.54,0.10,0.37,1.52
6,0.167,0.92,0.75,0.61,-0.01,0.06,0.31,-0.03,0.46,0.05,0.19,-0.02,0.59,0.07,0.33,1.49
7,0.200,0.91,0.76,0.61,-0.02,0.03,0.30,-0.01,0.39,0.03,0.14,-0.04,0.58,0.09,0.29,1.45
8,0.233,0.91,0.76,0.61,-0.04,0.04,0.45,0.00,0.38,-0.01,0.17,0.00,0.60,0.09,0.38,1.60
9,0.267,0.92,0.77,0.59,-0.03,-0.00,0.38,-0.00,0.27,-0.01,0.07,-0.02,0.49,0.05,0.37,1.67
10,0.300,0.91,0.76,0.59,-0.03,0.02,0.30,0.00,0.32,-0.03,0.16,0.08,0.64,0.09,0.37,1.53
11,0.333,0.91,0.76,0.58,-0.04,0.03,0.26,0.03,0.35,-0.02,0.14,0.05,0.57,0.07,0.41,1.66
12,0.367,0.91,0.75,0.59,-0.08,0.02,0.27,0.04,0.36,-0.04,0.15,0.03,0.56,0.06,0.45,1.76
13,0.400,0.90,0.75,0.59,-0.06,-0.00,0.45,0.05,0.30,-0.02,0.08,0.02,0.17,0.06,0.53,1.87
14,0.433,0.90,0.75,0.59,-0.07,-0.01,0.32,0.04,0.25,-0.00,0.11,-0.02,0.07,0.02,0.65,1.81
15,0.467,0.91,0.75,0.59,-0.02,0.03,0.24,0.04,0.36,-0.01,0.07,-0.01,0.19,0.09,0.52,1.69
16,0.500,0.91,0.75,0.59,-0.03,-0.02,0.23,-0.02,0.29,0.02,0.06,-0.03,0.14,0.14,0.36,1.32
17,0.533,0.91,0.73,0.60,-0.01,-0.03,0.26,-0.04,0.32,0.02,0.15,-0.06,0.16,0.20,0.34,1.14
18,0.567,0.92,0.73,0.59,-0.04,-0.01,0.17,-0.06,0.38,-0.01,0.12,0.00,0.25,0.22,0.42,1.14
19,0.600,0.92,0.74,0.59,-0.02,-0.02,0.15,-0.01,0.56,0.01,0.27,0.01,0.31,0.19,0.53,1.20
20,0.633,0.93,0.74,0.57,-0.02,0.02,0.09,-0.01,0.39,-0.02,0.15,-0.03,0.46,0.20,0.41,1.30
21,0.667,0.93,0.75,0.57,-0.01,-0.01,0.12,0.02,0.39,-0.02,0.15,-0.03,0.13,0.07,0.66,1.22
22,0.700,0.92,0.77,0.56,0.01,0.04,0.12,-0.01,0.37,-0.01,0.15,0.03,0.33,0.12,0.72,1.30
23,0.733,0.92,0.76,0.56,-0.02,0.03,0.17,-0.02,0.37,-0.02,0.12,0.01,0.19,0.09,0.83,1.26
24,0.767,0.92,0.77,0.57,-0.02,0.03,0.15,-0.03,0.33,-0.01,0.04,0.02,0.25,0.14,0.74,1.37
25,0.800,0.92,0.75,0.56,-0.01,-0.05,0.22,-0.01,0.25,0.04,0.05,-0.02,0.17,0.08,0.57,1.09
26,0.833,0.91,0.75,0.56,0.04,-0.01,0.22,0.02,0.26,0.04,0.08,0.03,0.31,0.09,0.65,1.18
27,0.867,0.91,0.76,0.56,0.02,-0.03,0.34,-0.00,0.23,0.08,0.09,0.04,0.21,0.06,0.59,1.01
28,0.900,0.91,0.76,0.55,0.08,-0.03,0.18,-0.02,0.11,0.03,0.05,-0.05,0.01,-0.00,0.63,1.22
29,0.933,0.91,0.76,0.55,0.06,-0.02,0.14,-0.01,0.16,0.03,0.04,-0.05,0.08,0.03,0.81,1.39
30,0.967,0.90,0.76,0.55,0.04,-0.01,0.14,-0.01,0.20,0.04,0.05,-0.05,0.05,0.06,0.83,1.39
31,1.000,0.91,0.76,0.55,0.04,-0.01,0.18,-0.00,0.15,0.03,0.05,-0.02,0.02,0.04,0.74,1.39
32,1.033,0.91,0.76,0.55,0.03,0.00,0.21,-0.02,0.18,0.01,0.05,-0.03,0.00,0.02,0.74,1.42
33,1.067,0.91,0.76,0.55,0.04,-0.01,0.21,-0.02,0.16,0.02,0.03,-0.02,0.07,0.05,0.67,1.31
34,1.100,0.90,0.76,0.56,0.05,0.01,0.14,0.00,0.34,0.07,0.08,0.01,0.12,0.03,0.82,1.29
35,1.133,0.90,0.74,0.57,0.07,-0.01,0.16,-0.03,0.46,0.06,0.12,-0.04,-0.08,0.06,0.81,1.19
36,1.167,0.90,0.74,0.58,0.07,-0.01,0.13,-0.09,0.34,0.03,0.14,-0.02,-0.09,0.02,0.88,1.32
37,1.200,0.92,0.72,0.60,0.03,0.04,0.12,-0.03,0.63,0.03,0.20,-0.00,-0.02,-0.03,1.19,1.77
38,1.233,0.91,0.73,0.59,0.06,0.04,0.11,-0.02,0.56,0.06,0.26,0.01,-0.10,-0.06,1.34,1.85
39,1.267,0.92,0.73,0.61,0.05,0.01,0.14,0.02,0.53,0.03,0.22,-0.02,-0.05,-0.09,1.54,2.25
40,1.300,0.92,0.74,0.61,0.02,0.04,0.15,0.07,0.47,0.06,0.08,0.08,-0.02,-0.10,1.68,2.52
41,1.333,0.92,0.74,0.62,0.02,0.04,0.16,0.04,0.38,0.05,0.17,0.03,-0.10,-0.10,2.15,2.89
