frame,timestamp,face_detection_confidence_score,pitch_indicative_ratio,yaw_indicative_ratio,AU1,AU2,AU4,AU5,AU6,AU9,AU12,AU15,AU17,AU20,AU25,AU26
1,0.000,0.98,0.73,0.53,0.16,0.08,-0.16,-0.06,0.05,0.02,0.23,-0.10,1.60,0.93,0.81,1.72
2,0.033,0.98,0.72,0.53,0.13,0.10,-0.18,-0.08,0.03,0.02,0.23,-0.10,1.52,0.82,0.79,1.77
3,0.067,0.98,0.73,0.53,0.12,0.08,-0.16,-0.08,0.04,0.02,0.22,-0.06,1.51,0.76,0.67,1.65
4,0.100,0.98,0.73,0.52,0.10,0.07,-0.16,-0.08,0.04,0.02,0.23,-0.05,1.51,0.73,0.73,1.68
5,0.133,0.98,0.74,0.54,0.14,0.09,-0.17,-0.09,0.04,0.03,0.28,-0.09,1.50,0.78,0.82,1.71
6,0.167,0.98,0.74,0.52,0.13,0.07,-0.18,-0.05,0.03,0.00,0.31,-0.09,1.65,0.84,0.94,1.47
7,0.200,0.98,0.73,0.52,0.12,0.07,-0.16,-0.05,-0.01,-0.00,0.24,-0.09,1.65,0.91,0.90,1.43
8,0.233,0.97,0.74,0.53,0.11,0.05,-0.16,-0.03,-0.05,-0.02,0.27,-0.10,1.78,0.98,1.10,1.15
9,0.267,0.97,0.74,0.53,0.15,0.04,-0.14,-0.03,-0.08,-0.04,0.23,-0.12,1.83,1.11,1.25,1.08
10,0.300,0.97,0.74,0.53,0.12,0.02,-0.14,-0.01,-0.07,-0.02,0.22,-0.15,1.87,1.23,1.28,0.97
11,0.333,0.97,0.75,0.53,0.09,0.04,-0.12,-0.02,-0.10,-0.02,0.19,-0.13,1.81,1.31,1.13,1.04
12,0.367,0.97,0.75,0.54,0.08,0.03,-0.11,-0.02,-0.10,-0.00,0.13,-0.13,1.94,1.29,1.17,0.99
13,0.400,0.97,0.76,0.53,0.04,0.02,-0.12,-0.01,-0.12,-0.02,0.11,-0.13,1.93,1.29,1.16,1.08
14,0.433,0.97,0.76,0.53,0.05,0.02,-0.09,0.01,-0.12,-0.04,0.18,-0.16,1.89,1.23,1.34,0.99
15,0.467,0.97,0.76,0.54,0.05,0.05,-0.08,0.03,-0.15,-0.05,0.15,-0.17,1.84,1.28,1.45,0.95
16,0.500,0.97,0.76,0.54,0.06,0.05,-0.06,0.02,-0.15,-0.05,0.19,-0.18,1.83,1.26,1.47,0.88
17,0.533,0.97,0.76,0.54,0.05,0.04,-0.10,0.03,-0.16,-0.05,0.15,-0.15,1.79,1.25,1.44,1.03
18,0.567,0.97,0.75,0.53,0.06,0.05,-0.08,0.04,-0.16,-0.06,0.18,-0.14,1.81,1.18,1.53,0.90
19,0.600,0.97,0.75,0.53,0.06,0.04,-0.09,0.02,-0.15,-0.04,0.19,-0.13,1.73,1.24,1.41,0.90
20,0.633,0.97,0.75,0.53,0.07,0.04,-0.09,0.02,-0.13,-0.05,0.17,-0.12,1.74,1.21,1.59,0.98
21,0.667,0.97,0.75,0.53,0.08,0.05,-0.10,0.01,-0.14,-0.07,0.17,-0.10,1.82,1.21,1.54,0.82
22,0.700,0.97,0.74,0.53,0.08,0.04,-0.07,0.01,-0.10,-0.06,0.17,-0.09,1.79,1.17,1.52,0.74
23,0.733,0.97,0.69,0.53,0.10,-0.00,-0.00,0.02,-0.05,-0.06,0.12,-0.07,1.81,1.14,1.46,0.70
24,0.767,0.97,0.67,0.54,0.13,-0.01,-0.06,0.05,-0.06,-0.09,0.13,-0.09,1.76,1.26,1.43,0.82
25,0.800,0.97,0.69,0.53,0.06,0.02,-0.01,0.04,-0.07,-0.04,0.19,-0.05,1.66,1.13,1.64,0.66
26,0.833,0.97,0.72,0.54,0.11,-0.02,-0.05,0.03,-0.08,-0.04,0.17,-0.07,1.71,1.22,1.67,0.68
27,0.867,0.97,0.73,0.53,0.10,0.00,-0.09,0.04,-0.15,-0.05,0.19,-0.06,1.78,1.24,1.74,0.77
28,0.900,0.97,0.74,0.53,0.09,0.01,-0.09,0.05,-0.10,-0.02,0.15,-0.07,1.73,1.28,1.58,0.89
29,0.933,0.97,0.73,0.53,0.06,0.03,-0.08,0.03,-0.14,-0.04,0.14,-0.04,1.80,1.22,1.55,0.85
30,0.967,0.97,0.73,0.53,0.06,0.02,-0.07,0.03,-0.15,-0.04,0.15,-0.06,1.75,1.27,1.52,0.79
31,1.000,0.97,0.74,0.53,0.04,0.03,-0.08,0.03,-0.14,-0.04,0.15,-0.07,1.76,1.25,1.31,0.80
32,1.033,0.97,0.74,0.53,0.03,0.03,-0.11,0.03,-0.12,-0.04,0.16,-0.06,1.69,1.21,1.27,0.84
33,1.067,0.97,0.74,0.53,0.06,0.02,-0.11,0.04,-0.06,-0.02,0.17,-0.05,1.60,1.10,1.01,0.93
34,1.100,0.97,0.75,0.54,0.06,0.02,-0.12,0.04,-0.05,-0.02,0.16,-0.05,1.52,1.15,0.83,1.03
35,1.133,0.98,0.75,0.54,0.07,0.03,-0.13,0.05,-0.03,-0.04,0.14,-0.04,1.52,1.10,0.78,1.05
36,1.167,0.98,0.75,0.53,0.03,0.04,-0.12,0.05,-0.06,-0.08,0.16,-0.02,1.43,1.05,0.81,0.99
37,1.200,0.98,0.75,0.54,0.04,0.03,-0.05,0.05,-0.08,-0.03,0.06,-0.08,1.26,0.78,1.04,1.03
38,1.233,0.97,0.75,0.53,0.06,0.05,-0.11,0.05,-0.04,-0.01,0.00,-0.04,0.83,0.38,0.82,1.37
39,1.267,0.97,0.75,0.54,0.06,0.04,-0.04,0.05,-0.08,-0.02,0.09,-0.13,0.52,0.15,1.73,1.31
40,1.300,0.97,0.75,0.54,0.05,0.03,-0.04,0.04,-0.10,0.01,0.02,-0.11,0.01,-0.02,2.22,1.14
41,1.333,0.97,0.75,0.54,0.04,0.04,-0.03,0.03,-0.11,0.04,-0.02,-0.10,-0.03,-0.08,2.21,1.00
42,1.367,0.97,0.75,0.54,0.06,0.05,0.00,0.01,-0.07,0.05,-0.05,-0.10,-0.07,-0.10,2.23,0.94
43,1.400,0.97,0.75,0.55,0.07,0.04,0.02,0.03,-0.07,0.06,-0.07,-0.09,-0.08,-0.08,2.07,0.90
44,1.433,0.97,0.74,0.55,0.08,0.04,0.02,0.03,-0.05,0.05,-0.08,-0.09,-0.08,-0.08,2.06,0.56
45,1.467,0.97,0.75,0.54,0.08,0.03,0.01,0.03,-0.05,0.05,-0.07,-0.10,-0.08,-0.07,1.97,0.52
46,1.500,0.97,0.75,0.55,0.08,0.04,0.01,0.01,-0.06,0.04,-0.08,-0.09,-0.11,-0.08,2.10,0.59
47,1.533,0.97,0.75,0.55,0.08,0.03,-0.00,0.02,-0.02,0.04,-0.10,-0.09,-0.08,-0.08,1.99,0.37
48,1.567,0.97,0.74,0.55,0.08,0.03,-0.03,0.01,0.00,0.04,-0.10,-0.10,-0.08,-0.05,1.88,0.31
