frame,timestamp,face_detection_confidence_score,pitch_indicative_ratio,yaw_indicative_ratio,AU1,AU2,AU4,AU5,AU6,AU9,AU12,AU15,AU17,AU20,AU25,AU26
1,0.000,0.94,0.79,0.77,0.30,0.05,0.19,-0.04,0.11,0.23,0.09,0.00,0.02,-0.03,1.74,0.73
2,0.033,0.94,0.78,0.77,0.33,0.05,0.17,-0.07,0.12,0.18,0.06,0.04,0.05,-0.11,1.60,0.65
3,0.067,0.94,0.79,0.76,0.38,0.08,0.18,-0.06,0.10,0.18,0.05,0.02,0.04,-0.13,1.52,0.73
4,0.100,0.94,0.78,0.77,0.40,0.05,0.15,-0.08,0.13,0.21,0.07,0.02,0.05,-0.11,1.56,0.81
5,0.133,0.94,0.78,0.77,0.33,0.02,0.20,-0.07,0.12,0.23,0.08,0.03,0.07,-0.09,1.59,0.76
6,0.167,0.94,0.77,0.75,0.30,-0.00,0.34,-0.08,0.15,0.21,-0.03,0.04,0.08,-0.09,1.64,0.93
7,0.200,0.94,0.77,0.75,0.31,0.02,0.31,-0.08,0.14,0.20,-0.01,0.04,0.07,-0.09,1.61,0.96
8,0.233,0.94,0.75,0.73,0.35,0.07,0.14,-0.07,0.21,0.24,0.02,0.05,0.02,-0.06,1.61,1.02
9,0.267,0.94,0.75,0.73,0.29,-0.00,0.17,-0.09,0.21,0.24,0.01,0.05,0.03,-0.07,1.62,0.94
10,0.300,0.94,0.75,0.73,0.50,0.14,0.06,-0.10,0.21,0.20,-0.01,0.07,-0.03,-0.08,1.50,0.78
11,0.333,0.94,0.75,0.73,0.49,0.14,0.06,-0.10,0.21,0.20,-0.02,0.07,-0.03,-0.08,1.50,0.74
12,0.367,0.94,0.76,0.73,0.22,0.02,0.22,-0.13,0.27,0.24,-0.02,0.11,-0.06,-0.11,1.43,0.90
13,0.400,0.93,0.75,0.72,0.18,-0.04,0.23,-0.13,0.31,0.32,-0.04,0.09,-0.10,-0.10,1.46,0.91
14,0.433,0.93,0.78,0.73,0.26,0.00,0.36,-0.01,0.06,0.22,-0.05,0.01,-0.09,-0.16,1.65,0.92
15,0.467,0.93,0.78,0.73,0.30,0.05,0.29,-0.02,0.07,0.21,-0.03,0.03,-0.10,-0.16,1.64,0.94
16,0.500,0.94,0.79,0.73,0.33,0.12,0.10,0.01,0.08,0.14,-0.04,0.03,-0.02,-0.12,1.61,0.99
