session_index,image_index,AU1_activation_value,AU2_activation_value,AU4_activation_value,AU5_activation_value,AU6_activation_value,AU9_activation_value,AU12_activation_value,AU15_activation_value,AU17_activation_value,AU20_activation_value,AU25_activation_value,AU26_activation_value
2,2,0.38,0.19666666666666666,0.30000000000000004,0.4866666666666666,0.07666666666666667,0.11333333333333334,0.01666666666666669,0.039999999999999994,0.08333333333333331,0.10333333333333333,0.5266666666666666,1.2399999999999998
2,4,0.07,0.05000000000000001,0.05333333333333336,0.21999999999999997,0.06,0.026666666666666672,0.11333333333333333,0.003333333333333334,0.08,0.013333333333333332,0.3866666666666667,0.7133333333333333
2,5,1.26,1.0666666666666664,0.06000000000000001,3.1066666666666665,0.32,0.09000000000000002,0.11333333333333334,0.06000000000000001,0.09333333333333334,0.006666666666666667,0.2733333333333334,0.8099999999999999
3,2,1.1266666666666667,1.3699999999999999,0.05666666666666667,0.9666666666666667,0.12,0.07000000000000003,0.06666666666666667,0.023333333333333334,0.18666666666666668,0.06333333333333334,0.10666666666666667,0.5299999999999999
3,3,1.1366666666666667,1.25,0.04666666666666666,1.96,0.24333333333333335,0.07000000000000003,0.3966666666666667,0.37000000000000005,0.12333333333333331,0.029999999999999978,3.2399999999999993,1.9633333333333334
3,5,0.19333333333333336,0.22000000000000003,0.12333333333333338,0.5000000000000001,0.43666666666666665,0.4166666666666667,0.14,1.4066666666666663,1.5266666666666666,0.41333333333333333,0.23,0.5099999999999999
5,2,0.17,0.16999999999999998,0.043333333333333335,0.8666666666666668,0.09,0.04333333333333334,0.07333333333333333,0.09666666666666666,0.036666666666666695,0.10333333333333333,0.6033333333333335,0.7100000000000001
5,3,0.043333333333333335,0.039999999999999994,0.0,0.15,0.02333333333333333,0.08,0.023333333333333338,0.07666666666666666,0.05666666666666664,0.019999999999999997,1.0599999999999998,0.81
5,4,0.07333333333333333,0.13666666666666666,0.08666666666666667,0.31000000000000005,0.029999999999999995,0.04666666666666665,0.14333333333333334,0.07666666666666667,0.06000000000000001,0.043333333333333335,2.2899999999999996,1.5666666666666667
5,5,0.44333333333333325,0.2633333333333333,0.34333333333333327,2.1166666666666667,0.08666666666666667,0.12333333333333332,0.18333333333333335,0.11666666666666667,0.38,0.06999999999999999,0.5200000000000001,0.050000000000000044
6,1,0.09,0.09,0.09999999999999998,0.07,0.05333333333333334,0.006666666666666675,0.07333333333333333,0.04666666666666667,0.1,0.029999999999999992,0.2966666666666667,0.18999999999999997
6,5,0.19666666666666666,0.33666666666666667,0.7766666666666667,1.1766666666666667,0.14333333333333337,0.08666666666666666,0.19666666666666666,0.13333333333333336,0.7700000000000001,0.13,0.12333333333333332,1.27
