session_index,image_index,AU1_activation_value,AU2_activation_value,AU4_activation_value,AU5_activation_value,AU6_activation_value,AU9_activation_value,AU12_activation_value,AU15_activation_value,AU17_activation_value,AU20_activation_value,AU25_activation_value,AU26_activation_value
1,1,0.4133333333333333,0.21000000000000008,0.0,0.16666666666666666,0.07333333333333335,0.06666666666666671,0.15000000000000002,0.033333333333333326,0.06333333333333334,0.11333333333333334,0.21666666666666679,0.3200000000000003
2,1,0.04333333333333335,0.02999999999999999,0.25333333333333335,0.06333333333333335,0.44333333333333336,0.30999999999999994,0.48,0.39,0.8133333333333335,0.023333333333333355,1.0933333333333333,0.4999999999999998
3,1,0.26,0.41666666666666663,0.08666666666666668,0.06,0.11000000000000003,0.16999999999999998,0.016666666666666677,0.05333333333333333,0.24000000000000002,0.09666666666666666,0.28333333333333366,0.5933333333333335
3,3,1.36,1.1533333333333335,0.043333333333333335,0.0,0.21333333333333335,0.12333333333333338,0.25,0.1,0.16666666666666666,0.32666666666666666,1.6400000000000003,1.2633333333333334
4,1,0.1966666666666667,0.12333333333333332,0.32666666666666666,0.10333333333333335,0.20666666666666664,0.24333333333333337,0.1433333333333333,0.22000000000000003,0.1766666666666667,0.07,0.9266666666666666,0.6799999999999998
4,2,0.11333333333333331,0.1733333333333333,0.13333333333333325,0.13666666666666666,0.11333333333333336,0.07333333333333333,0.07999999999999999,0.09333333333333337,0.21666666666666667,0.06333333333333331,0.29000000000000004,0.4566666666666668
4,5,0.03999999999999998,0.11666666666666667,0.053333333333333344,0.24333333333333335,0.31999999999999995,0.013333333333333364,0.25333333333333335,0.4833333333333333,0.6633333333333334,0.22000000000000003,0.4066666666666665,0.5099999999999998
5,1,0.15999999999999992,0.38,0.09333333333333334,0.0,0.023333333333333345,0.08666666666666664,0.0,0.16333333333333333,0.10333333333333336,0.08333333333333333,0.6866666666666666,0.6866666666666668
7,1,0.22666666666666668,0.4433333333333333,0.32,0.053333333333333344,0.09999999999999998,0.25666666666666665,0.18,0.3500000000000001,0.11666666666666668,0.22333333333333338,0.31333333333333346,0.5333333333333333
7,3,0.15,0.12,0.020000000000000018,0.16666666666666669,0.05333333333333337,0.03333333333333327,0.06999999999999999,0.15333333333333332,0.15666666666666668,0.03333333333333333,0.43666666666666654,0.603333333333333
7,4,0.13666666666666658,0.25,0.06666666666666671,0.24,0.16666666666666666,0.09999999999999998,0.23,0.4966666666666666,0.5333333333333332,0.14333333333333334,0.4866666666666666,0.5666666666666662
8,1,0.5266666666666667,0.43000000000000005,0.13666666666666666,0.13,0.3366666666666668,0.05,0.08666666666666667,0.06333333333333335,0.16999999999999993,0.06000000000000005,0.25999999999999995,0.7200000000000001
8,2,0.4566666666666666,0.5366666666666668,0.2633333333333333,0.10666666666666666,0.13,0.15333333333333332,0.04666666666666666,0.09666666666666666,0.10333333333333329,0.010000000000000009,0.2466666666666667,0.2400000000000001
8,4,0.6066666666666666,0.6033333333333332,0.10000000000000002,0.02333333333333333,0.10333333333333333,0.11000000000000001,0.21333333333333335,0.06999999999999998,0.56,0.31333333333333335,0.36999999999999966,0.17666666666666675
8,5,0.03666666666666665,0.03333333333333338,0.4733333333333335,0.16999999999999998,0.21333333333333335,0.30333333333333334,0.09333333333333332,0.05,0.0,0.023333333333333345,0.6800000000000004,0.08333333333333348
9,1,0.32000000000000006,0.4033333333333334,0.3066666666666667,0.17,0.046666666666666676,0.2666666666666666,0.036666666666666674,0.1733333333333333,0.053333333333333344,0.06333333333333331,1.5233333333333332,1.1166666666666667
9,5,0.21666666666666667,0.2866666666666667,0.49,0.20666666666666667,0.11333333333333333,0.16666666666666669,0.08666666666666667,0.19,0.21333333333333335,0.13,0.8299999999999998,0.9533333333333333
10,2,0.1733333333333333,0.1,0.27333333333333326,0.23333333333333334,0.10333333333333333,0.08666666666666667,0.11666666666666668,0.1733333333333333,0.006666666666666668,0.08333333333333334,1.486666666666667,1.5133333333333334
10,3,0.18333333333333338,0.19666666666666674,0.7833333333333333,0.22000000000000003,0.19000000000000003,0.22000000000000003,0.05,0.18333333333333335,0.6666666666666667,0.15999999999999998,0.8299999999999998,0.8566666666666666
10,5,0.21333333333333332,0.31333333333333335,0.3866666666666667,0.07666666666666667,0.23999999999999994,0.12666666666666665,0.16000000000000003,0.15333333333333332,0.05666666666666667,0.37,0.2866666666666666,1.2333333333333334
11,1,0.16666666666666663,0.12999999999999998,0.2,0.12666666666666668,0.07333333333333333,0.09666666666666666,0.02,0.08333333333333333,0.12333333333333332,0.026666666666666675,0.7200000000000002,0.47
11,2,0.10666666666666666,0.1166666666666667,0.4666666666666667,0.15333333333333332,0.09666666666666668,0.12666666666666662,0.12666666666666668,0.05666666666666664,0.03666666666666667,0.05000000000000001,0.023333333333333428,0.49
11,3,0.12333333333333334,0.20666666666666667,0.29,0.05,0.2066666666666667,0.10333333333333336,0.09,0.14333333333333337,0.19666666666666666,0.11333333333333333,0.3866666666666667,0.3866666666666667
11,4,0.0733333333333333,0.19666666666666666,0.41666666666666674,0.1766666666666667,0.3666666666666667,0.09333333333333332,0.31333333333333335,0.23000000000000004,0.46333333333333326,0.4133333333333334,0.40666666666666673,0.7033333333333333
11,5,0.16000000000000003,0.006666666666666668,0.14333333333333337,0.049999999999999996,0.08666666666666667,0.15333333333333332,0.10333333333333335,0.18,0.15666666666666668,0.09000000000000001,0.3533333333333336,0.18333333333333335
13,1,0.09,0.06333333333333332,0.1866666666666667,0.11333333333333331,0.10999999999999999,0.20666666666666667,0.16666666666666669,0.08666666666666667,0.18666666666666668,0.2033333333333333,0.31999999999999984,0.09999999999999987
14,2,0.41333333333333333,0.64,0.18666666666666668,0.04,0.09,0.12999999999999998,0.18666666666666668,0.18999999999999997,0.16666666666666669,0.2833333333333333,0.2866666666666664,0.7366666666666667
16,1,0.003333333333333313,0.043333333333333335,0.24666666666666667,0.11000000000000001,0.07666666666666665,0.2,0.04333333333333333,0.16666666666666669,0.10333333333333335,0.02666666666666667,0.42999999999999994,0.5366666666666667
16,2,0.18333333333333335,0.08666666666666666,0.09333333333333338,0.13666666666666666,0.06333333333333334,0.06333333333333335,0.06333333333333335,0.26999999999999996,0.13,0.0,0.7633333333333334,0.8066666666666668
19,1,0.07333333333333332,0.09999999999999999,0.2766666666666667,0.0,0.07333333333333333,0.07333333333333333,0.06000000000000001,0.18666666666666665,0.2566666666666667,0.22,0.10666666666666647,0.19333333333333336
19,2,0.053333333333333344,0.26,0.07666666666666666,0.26,0.17333333333333334,0.0,0.44,0.11333333333333331,0.36,0.08666666666666666,0.7233333333333334,1.2900000000000003
19,3,0.13000000000000003,0.19333333333333336,0.44333333333333325,0.19,0.5500000000000002,0.4333333333333333,0.45000000000000007,0.24999999999999997,0.17666666666666667,0.12333333333333335,1.19,0.5033333333333332
19,4,0.006666666666666654,0.049999999999999996,0.25999999999999995,0.2033333333333333,0.5866666666666668,0.043333333333333335,0.49,0.10999999999999999,0.41333333333333333,0.32000000000000006,0.5166666666666668,0.6833333333333333
19,5,0.04666666666666666,0.0,0.026666666666666727,0.12333333333333335,0.09000000000000002,0.25666666666666665,0.19333333333333333,0.17333333333333337,0.24333333333333335,0.15333333333333332,0.32000000000000006,0.22999999999999976
