frame,timestamp,face_detection_confidence_score,pitch_indicative_ratio,yaw_indicative_ratio,AU1,AU2,AU4,AU5,AU6,AU9,AU12,AU15,AU17,AU20,AU25,AU26
1,0.000,0.937,0.717,0.501,-0.031,-0.040,0.091,0.017,1.109,-0.048,0.837,0.104,0.422,1.137,0.044,0.202
2,0.033,0.936,0.711,0.497,-0.032,-0.055,0.048,-0.020,0.757,-0.044,0.851,0.071,0.561,1.215,-0.004,0.096
3,0.067,0.935,0.713,0.492,-0.015,-0.029,0.129,-0.008,0.724,-0.009,0.791,0.120,0.770,1.046,-0.037,0.036
4,0.100,0.935,0.729,0.484,-0.004,-0.046,0.184,-0.003,0.737,-0.002,0.503,0.057,0.660,0.836,-0.032,0.055
5,0.133,0.938,0.713,0.483,0.016,-0.053,0.117,-0.013,0.732,-0.036,0.497,0.096,1.031,0.868,-0.030,0.113
6,0.167,0.947,0.719,0.474,0.004,-0.079,0.087,0.012,0.591,0.032,0.351,0.232,0.804,0.553,-0.007,0.157
7,0.200,0.946,0.703,0.477,-0.012,-0.092,0.112,-0.005,0.596,0.053,0.309,0.238,0.724,0.592,0.006,0.187
8,0.233,0.945,0.701,0.474,-0.026,-0.097,0.200,-0.018,0.519,0.093,0.329,0.203,0.644,0.523,0.006,0.137
9,0.267,0.946,0.716,0.472,0.014,-0.079,0.148,-0.008,0.365,0.068,0.301,0.149,0.403,0.308,0.020,0.223
10,0.300,0.947,0.713,0.475,0.010,-0.076,0.154,-0.006,0.328,0.046,0.321,0.118,0.391,0.210,0.043,0.244
11,0.333,0.949,0.709,0.476,0.005,-0.075,0.146,-0.001,0.345,0.034,0.304,0.107,0.259,0.092,0.040,0.174
12,0.367,0.951,0.721,0.477,0.012,-0.077,0.182,-0.015,0.323,0.035,0.225,0.140,0.257,0.092,0.040,0.165
13,0.400,0.954,0.734,0.484,0.019,-0.063,0.046,0.009,0.263,-0.012,0.191,0.072,0.201,-0.033,0.030,0.121
14,0.433,0.952,0.734,0.485,-0.004,-0.047,0.084,-0.008,0.258,-0.009,0.127,0.085,0.251,0.003,-0.002,0.105
15,0.467,0.954,0.740,0.483,-0.012,-0.063,0.022,0.011,0.264,0.004,0.139,0.110,0.253,-0.040,0.034,0.130
16,0.500,0.955,0.741,0.483,-0.029,-0.060,0.018,-0.007,0.257,0.012,0.115,0.143,0.233,-0.018,0.003,0.070
17,0.533,0.956,0.742,0.484,-0.027,-0.049,0.038,0.002,0.221,0.017,0.083,0.110,0.173,-0.033,0.018,0.128
18,0.567,0.953,0.744,0.479,-0.008,-0.060,0.072,0.020,0.196,0.021,-0.007,0.182,0.309,-0.035,-0.005,0.012
19,0.600,0.956,0.741,0.484,-0.020,-0.028,0.062,-0.007,0.175,0.014,-0.005,0.149,0.518,-0.021,-0.004,0.088
20,0.633,0.955,0.748,0.480,-0.031,-0.029,0.079,0.003,0.213,0.027,0.033,0.187,0.752,0.047,-0.030,0.015
21,0.667,0.949,0.739,0.489,-0.033,-0.046,0.052,0.017,0.243,0.020,-0.007,0.212,0.794,0.044,-0.003,0.063
22,0.700,0.950,0.741,0.480,-0.038,-0.038,0.105,0.006,0.223,0.011,0.001,0.210,0.560,0.075,-0.049,0.010
23,0.733,0.948,0.746,0.486,-0.056,-0.035,0.132,-0.013,0.312,0.013,-0.023,0.230,0.733,0.033,-0.141,0.023
24,0.767,0.946,0.746,0.481,-0.038,-0.015,0.127,-0.002,0.347,0.005,-0.059,0.250,0.565,0.036,-0.088,0.048
25,0.800,0.944,0.741,0.473,-0.019,-0.053,0.053,0.014,0.321,0.019,-0.045,0.135,0.428,0.032,-0.072,0.023
26,0.833,0.942,0.740,0.477,-0.018,-0.041,0.072,0.004,0.320,0.023,-0.047,0.241,0.560,0.048,-0.073,0.024
27,0.867,0.944,0.753,0.472,-0.009,-0.044,0.050,0.004,0.321,0.027,0.006,0.141,0.444,0.022,-0.071,0.049
28,0.900,0.944,0.744,0.473,-0.020,-0.022,0.050,-0.010,0.349,0.059,0.017,0.158,0.589,0.088,-0.062,0.059
