frame,timestamp,face_detection_confidence_score,pitch_indicative_ratio,yaw_indicative_ratio,AU1,AU2,AU4,AU5,AU6,AU9,AU12,AU15,AU17,AU20,AU25,AU26
1,0.000,0.97,0.78,0.75,0.01,-0.04,0.17,0.01,0.07,0.11,0.02,0.02,0.05,-0.05,0.03,-0.04
2,0.033,0.97,0.78,0.75,0.02,-0.03,0.14,0.00,0.08,0.12,0.03,0.01,0.06,-0.05,0.03,-0.04
3,0.067,0.97,0.77,0.75,0.02,-0.03,0.14,-0.01,0.08,0.12,0.03,0.04,0.09,-0.04,0.04,-0.05
4,0.100,0.97,0.77,0.75,0.02,-0.02,0.13,-0.00,0.09,0.11,0.02,0.02,0.09,-0.04,0.01,-0.05
5,0.133,0.97,0.77,0.75,0.02,-0.03,0.12,-0.00,0.08,0.12,0.03,0.03,0.08,-0.04,0.02,-0.04
6,0.167,0.97,0.76,0.75,0.01,-0.03,0.12,-0.01,0.08,0.12,0.02,0.04,0.11,-0.05,-0.01,-0.05
7,0.200,0.97,0.77,0.75,0.00,-0.02,0.13,-0.00,0.10,0.12,0.02,0.04,0.10,-0.05,0.00,-0.05
8,0.233,0.97,0.77,0.75,0.01,-0.02,0.13,-0.01,0.10,0.11,0.02,0.04,0.09,-0.05,0.01,-0.04
9,0.267,0.97,0.77,0.75,0.00,-0.03,0.16,-0.01,0.10,0.14,0.03,0.04,0.09,-0.04,0.01,-0.05
10,0.300,0.97,0.77,0.75,0.00,-0.02,0.13,-0.01,0.09,0.12,0.03,0.03,0.11,-0.05,0.02,-0.05
11,0.333,0.97,0.77,0.75,-0.00,-0.02,0.13,-0.02,0.10,0.11,0.03,0.02,0.09,-0.04,0.05,-0.05
12,0.367,0.97,0.77,0.75,0.00,-0.02,0.12,-0.01,0.09,0.11,0.02,0.03,0.11,-0.04,0.04,-0.06
13,0.400,0.97,0.77,0.75,0.01,-0.04,0.08,-0.00,0.09,0.12,0.01,0.01,0.06,-0.04,0.05,-0.01
14,0.433,0.97,0.77,0.75,0.02,-0.03,0.12,-0.00,0.10,0.12,-0.00,0.03,0.07,-0.04,0.02,-0.04
15,0.467,0.97,0.77,0.75,0.01,-0.04,0.12,-0.01,0.09,0.12,0.02,0.03,0.09,-0.05,0.03,-0.03
16,0.500,0.97,0.77,0.75,0.01,-0.04,0.11,-0.00,0.08,0.12,0.00,0.03,0.09,-0.06,0.02,-0.01
17,0.533,0.97,0.77,0.75,0.00,-0.04,0.15,-0.01,0.09,0.12,0.01,0.01,0.07,-0.05,0.03,-0.03
18,0.567,0.97,0.77,0.75,0.02,-0.04,0.12,-0.01,0.09,0.12,0.01,0.03,0.09,-0.04,0.04,-0.02
19,0.600,0.97,0.77,0.75,0.01,-0.04,0.14,-0.01,0.10,0.12,0.01,0.02,0.09,-0.04,0.03,-0.04
20,0.633,0.97,0.78,0.75,0.02,-0.04,0.13,-0.01,0.09,0.12,0.01,0.01,0.07,-0.05,0.03,-0.03
21,0.667,0.97,0.78,0.74,0.02,-0.02,0.11,0.01,0.09,0.13,-0.01,0.04,0.08,-0.05,0.02,-0.02
