frame,timestamp,face_detection_confidence_score,pitch_indicative_ratio,yaw_indicative_ratio,AU1,AU2,AU4,AU5,AU6,AU9,AU12,AU15,AU17,AU20,AU25,AU26
1,0.000,0.98,0.76,0.71,0.09,-0.06,-0.04,-0.01,-0.01,0.04,-0.05,-0.05,0.10,0.00,0.27,0.60
2,0.033,0.98,0.76,0.70,0.10,-0.04,-0.03,0.01,-0.02,0.04,-0.04,-0.05,0.07,0.02,0.18,0.63
3,0.067,0.98,0.76,0.71,0.10,-0.04,-0.04,0.00,-0.02,0.04,-0.02,-0.05,0.08,0.01,0.18,0.60
4,0.100,0.98,0.76,0.71,0.11,-0.04,-0.03,-0.02,-0.02,0.04,-0.02,-0.06,0.08,0.01,0.20,0.67
5,0.133,0.98,0.74,0.71,0.12,-0.04,0.01,-0.04,-0.01,0.07,-0.01,-0.03,0.08,0.03,0.25,0.46
6,0.167,0.98,0.72,0.72,0.12,-0.05,0.02,0.00,0.01,0.06,-0.01,-0.05,0.06,0.01,0.16,0.45
7,0.200,0.98,0.72,0.71,0.11,-0.05,0.02,0.00,-0.02,0.07,-0.02,-0.05,0.05,-0.00,0.12,0.49
8,0.233,0.98,0.73,0.71,0.11,-0.05,0.04,-0.01,0.01,0.09,-0.03,-0.03,0.02,-0.00,0.17,0.46
9,0.267,0.99,0.75,0.69,0.11,-0.03,0.02,-0.02,-0.01,0.09,-0.02,-0.06,0.01,-0.00,0.15,0.61
10,0.300,0.99,0.76,0.69,0.11,-0.02,-0.02,-0.02,-0.00,0.08,-0.03,-0.06,0.03,-0.01,0.27,0.61
11,0.333,0.99,0.77,0.69,0.09,-0.02,-0.02,-0.00,-0.03,0.06,-0.03,-0.07,0.04,-0.00,0.16,0.62
12,0.367,0.99,0.75,0.69,0.09,-0.03,-0.02,0.01,-0.01,0.08,-0.04,-0.08,0.07,-0.00,0.21,0.62
13,0.400,0.98,0.73,0.69,0.09,-0.02,0.02,0.01,-0.01,0.09,-0.03,-0.03,0.06,0.05,0.20,0.46
14,0.433,0.98,0.70,0.69,0.09,-0.04,0.02,0.02,-0.01,0.07,-0.04,-0.05,0.09,0.03,0.16,0.49
15,0.467,0.98,0.69,0.69,0.09,-0.03,0.02,0.03,-0.01,0.08,-0.04,-0.04,0.08,0.03,0.17,0.48
16,0.500,0.98,0.72,0.68,0.08,-0.04,0.00,0.00,-0.02,0.05,-0.03,-0.07,0.08,0.04,0.16,0.49
17,0.533,0.98,0.71,0.67,0.07,-0.06,-0.00,0.02,-0.06,0.04,-0.03,-0.06,0.09,0.03,0.12,0.56
18,0.567,0.98,0.72,0.67,0.06,-0.05,0.00,0.01,-0.06,0.04,-0.02,-0.06,0.08,0.05,0.16,0.62
19,0.600,0.98,0.72,0.67,0.06,-0.06,-0.02,0.01,-0.04,0.04,-0.00,-0.06,0.09,0.05,0.20,0.57
20,0.633,0.98,0.73,0.67,0.06,-0.05,-0.01,0.01,-0.05,0.03,-0.01,-0.06,0.09,0.05,0.19,0.56
21,0.667,0.98,0.72,0.67,0.06,-0.05,-0.04,0.01,-0.05,0.03,-0.01,-0.05,0.10,0.06,0.20,0.56
22,0.700,0.98,0.73,0.67,0.06,-0.05,-0.03,0.01,-0.06,0.03,-0.02,-0.05,0.10,0.06,0.19,0.56
23,0.733,0.98,0.73,0.67,0.08,-0.05,-0.03,-0.01,-0.07,0.03,-0.03,-0.06,0.10,0.05,0.12,0.69
24,0.767,0.97,0.73,0.68,0.08,-0.05,-0.01,-0.00,-0.07,0.04,-0.02,-0.06,0.09,0.06,0.10,0.68
25,0.800,0.98,0.72,0.68,0.07,-0.03,0.03,-0.01,-0.07,0.04,-0.02,-0.06,0.08,0.06,0.06,0.63
26,0.833,0.98,0.71,0.68,0.08,-0.04,0.01,-0.00,-0.06,0.05,-0.02,-0.07,0.09,0.04,0.09,0.66
27,0.867,0.98,0.72,0.68,0.06,-0.02,0.02,0.00,-0.04,0.06,-0.02,-0.06,0.07,0.05,0.08,0.55
28,0.900,0.97,0.72,0.67,0.08,-0.04,-0.03,-0.01,-0.06,0.04,-0.03,-0.06,0.09,0.05,0.13,0.64
29,0.933,0.97,0.71,0.68,0.07,-0.02,-0.01,-0.00,-0.05,0.04,-0.03,-0.06,0.08,0.05,0.08,0.63
30,0.967,0.98,0.71,0.69,0.07,-0.03,-0.00,0.00,-0.05,0.04,-0.02,-0.07,0.09,0.04,0.10,0.67
31,1.000,0.98,0.72,0.68,0.06,-0.04,-0.01,0.00,-0.05,0.05,-0.02,-0.07,0.09,0.05,0.12,0.68
32,1.033,0.98,0.71,0.69,0.08,-0.04,0.01,0.01,-0.04,0.06,-0.01,-0.07,0.10,0.04,0.10,0.63
33,1.067,0.97,0.72,0.68,0.07,-0.03,-0.00,-0.00,-0.03,0.06,-0.00,-0.07,0.08,0.05,0.12,0.65
34,1.100,0.97,0.72,0.69,0.06,-0.04,-0.01,-0.01,-0.03,0.06,-0.01,-0.07,0.09,0.06,0.16,0.66
35,1.133,0.98,0.72,0.68,0.06,-0.04,-0.02,-0.01,-0.05,0.06,-0.02,-0.05,0.10,0.07,0.18,0.69
36,1.167,0.97,0.72,0.69,0.07,-0.03,-0.01,-0.01,-0.03,0.05,-0.02,-0.06,0.11,0.07,0.20,0.69
37,1.200,0.97,0.72,0.68,0.09,-0.05,-0.01,-0.03,-0.03,0.06,-0.03,-0.04,0.11,0.05,0.31,0.74
38,1.233,0.97,0.72,0.68,0.08,-0.06,-0.02,-0.02,-0.05,0.04,-0.03,-0.05,0.10,0.04,0.25,0.78
39,1.267,0.97,0.70,0.69,0.10,-0.06,0.00,0.01,-0.01,0.08,-0.04,-0.07,0.10,0.04,0.20,0.74
40,1.300,0.96,0.70,0.69,0.11,-0.06,-0.03,-0.01,-0.04,0.05,-0.02,-0.06,0.10,0.06,0.21,0.65
41,1.333,0.97,0.71,0.68,0.10,-0.06,-0.01,-0.02,-0.04,0.05,-0.01,-0.05,0.07,0.04,0.23,0.64
42,1.367,0.97,0.73,0.69,0.11,-0.04,0.01,-0.01,-0.04,0.07,-0.02,-0.04,0.04,0.05,0.20,0.64
43,1.400,0.97,0.75,0.68,0.10,-0.00,-0.03,-0.01,-0.01,0.08,-0.04,-0.04,0.08,0.03,0.28,0.64
44,1.433,0.97,0.76,0.68,0.09,-0.01,-0.04,0.01,-0.04,0.06,-0.03,-0.05,0.09,0.02,0.19,0.71
45,1.467,0.98,0.75,0.68,0.10,-0.02,-0.03,0.00,-0.03,0.06,-0.04,-0.05,0.09,0.01,0.21,0.71
46,1.500,0.98,0.75,0.68,0.11,-0.01,-0.05,-0.02,-0.02,0.08,-0.02,-0.05,0.10,0.03,0.29,0.71
47,1.533,0.97,0.72,0.68,0.08,-0.04,0.02,-0.02,-0.02,0.09,-0.02,-0.05,0.06,0.08,0.20,0.66
48,1.567,0.98,0.72,0.68,0.08,-0.04,0.03,-0.01,-0.03,0.07,-0.01,-0.06,0.05,0.06,0.11,0.67
49,1.600,0.98,0.74,0.68,0.08,-0.03,0.04,-0.02,-0.03,0.08,-0.00,-0.05,0.05,0.06,0.14,0.61
50,1.633,0.98,0.76,0.67,0.09,-0.01,0.01,-0.00,-0.04,0.08,-0.02,-0.05,0.07,0.04,0.16,0.58
51,1.667,0.98,0.76,0.67,0.08,-0.01,0.03,-0.00,-0.05,0.06,-0.00,-0.05,0.06,0.03,0.12,0.60
52,1.700,0.98,0.76,0.68,0.08,-0.01,0.01,0.02,-0.05,0.06,0.01,-0.05,0.07,0.02,0.11,0.66
53,1.733,0.98,0.76,0.68,0.06,-0.01,0.02,0.01,-0.06,0.05,0.00,-0.05,0.06,0.03,0.08,0.65
54,1.767,0.98,0.76,0.68,0.06,-0.01,0.01,0.02,-0.06,0.06,-0.00,-0.05,0.07,0.02,0.10,0.65
55,1.800,0.98,0.76,0.68,0.06,-0.02,0.02,0.02,-0.06,0.05,0.00,-0.04,0.06,0.02,0.08,0.64
56,1.833,0.98,0.76,0.68,0.05,-0.01,0.03,0.02,-0.06,0.05,0.01,-0.06,0.06,0.03,0.07,0.66
57,1.867,0.98,0.77,0.68,0.06,-0.02,0.03,0.03,-0.05,0.06,0.01,-0.04,0.07,0.04,0.14,0.63
58,1.900,0.98,0.77,0.68,0.06,-0.02,0.04,0.04,-0.05,0.05,0.02,-0.03,0.07,0.05,0.15,0.61
59,1.933,0.98,0.77,0.67,0.06,0.01,0.03,0.05,-0.05,0.06,0.00,-0.02,0.07,0.02,0.13,0.58
