frame,timestamp,face_detection_confidence_score,pitch_indicative_ratio,yaw_indicative_ratio,AU1,AU2,AU4,AU5,AU6,AU9,AU12,AU15,AU17,AU20,AU25,AU26
1,0.000,0.97,0.63,0.55,-0.01,0.01,-0.12,0.01,0.62,0.05,0.82,0.03,0.77,0.50,0.16,0.27
2,0.033,0.97,0.61,0.55,-0.02,0.02,-0.10,-0.02,0.63,0.03,0.55,0.15,0.80,0.68,0.16,0.50
3,0.067,0.97,0.61,0.55,-0.04,0.01,-0.08,-0.02,0.61,0.01,0.52,0.12,0.39,0.36,0.18,0.30
4,0.100,0.96,0.61,0.56,-0.06,0.02,-0.14,-0.03,0.70,0.01,0.40,0.07,0.23,0.41,0.25,0.34
5,0.133,0.96,0.57,0.56,-0.07,0.04,-0.15,0.04,0.81,-0.01,0.38,0.16,0.23,0.42,0.37,0.33
6,0.167,0.96,0.56,0.57,-0.02,0.10,-0.11,0.05,0.84,-0.02,0.52,0.16,0.20,0.60,0.25,0.32
7,0.200,0.95,0.58,0.58,-0.06,-0.02,-0.12,0.00,0.81,-0.07,0.53,0.08,0.15,0.64,0.33,0.24
8,0.233,0.96,0.61,0.57,-0.05,-0.01,-0.11,-0.03,0.74,-0.09,0.67,0.09,0.13,0.57,0.28,0.12
9,0.267,0.96,0.62,0.58,-0.04,-0.04,-0.09,-0.04,0.72,-0.06,0.75,0.09,0.22,0.71,0.30,0.10
10,0.300,0.96,0.63,0.58,-0.05,-0.02,-0.07,-0.06,0.46,-0.02,0.90,0.07,0.06,0.63,0.28,0.11
11,0.333,0.96,0.62,0.59,-0.06,-0.03,-0.10,-0.07,0.34,0.03,1.02,0.03,-0.04,0.44,0.28,0.15
12,0.367,0.96,0.62,0.60,-0.05,-0.06,-0.12,-0.04,0.29,0.01,0.95,0.03,-0.10,0.30,0.68,0.41
13,0.400,0.97,0.62,0.61,-0.02,-0.05,-0.16,-0.04,0.21,-0.08,0.79,-0.00,-0.21,0.21,1.31,0.94
14,0.433,0.97,0.62,0.61,0.01,-0.05,-0.12,0.02,0.21,-0.02,0.53,-0.00,-0.22,0.12,1.86,1.56
15,0.467,0.97,0.63,0.62,0.03,-0.01,-0.13,-0.00,0.15,-0.01,0.37,0.02,-0.19,-0.00,1.84,1.73
16,0.500,0.96,0.63,0.62,0.03,0.01,-0.14,0.02,0.15,-0.01,0.33,0.00,-0.20,0.01,1.78,1.80
17,0.533,0.97,0.64,0.62,0.02,0.00,-0.11,-0.02,0.21,-0.01,0.26,-0.02,-0.22,-0.02,1.81,1.91
18,0.567,0.97,0.64,0.64,-0.02,-0.01,-0.10,0.00,0.17,0.01,0.27,0.02,-0.19,-0.02,1.78,2.02
19,0.600,0.98,0.65,0.64,-0.03,0.00,-0.09,0.01,0.16,0.02,0.26,-0.02,-0.22,0.03,1.72,1.74
20,0.633,0.97,0.64,0.65,-0.00,-0.06,-0.07,-0.01,0.11,0.05,0.24,-0.02,-0.13,0.01,1.55,1.04
21,0.667,0.97,0.63,0.66,0.02,-0.06,-0.11,-0.02,0.13,0.05,0.35,-0.03,0.02,-0.04,1.18,0.20
22,0.700,0.98,0.64,0.66,-0.01,-0.08,-0.10,-0.04,0.25,0.02,0.31,-0.03,0.11,0.01,0.34,-0.07
23,0.733,0.97,0.65,0.66,0.00,-0.08,-0.04,-0.00,0.28,0.05,0.31,-0.01,0.13,0.07,0.13,-0.06
24,0.767,0.97,0.64,0.67,0.03,-0.06,-0.02,-0.03,0.26,0.05,0.28,-0.00,0.14,0.03,0.07,-0.08
25,0.800,0.97,0.64,0.66,0.03,-0.05,-0.01,-0.02,0.31,0.05,0.27,0.02,0.14,0.07,0.07,-0.00
26,0.833,0.97,0.63,0.67,0.04,-0.06,-0.02,-0.01,0.33,0.04,0.44,0.01,0.15,0.09,0.05,-0.02
27,0.867,0.97,0.64,0.67,0.05,-0.03,-0.06,-0.02,0.30,0.02,0.87,0.01,0.18,0.22,0.06,-0.04
28,0.900,0.98,0.64,0.66,0.05,-0.03,-0.07,-0.04,0.31,0.01,1.10,0.04,0.18,0.29,0.05,-0.02
29,0.933,0.98,0.64,0.66,0.04,-0.02,-0.08,-0.03,0.21,0.01,1.14,0.04,0.16,0.31,0.05,-0.04
30,0.967,0.98,0.64,0.67,0.03,-0.02,-0.09,-0.05,0.23,-0.01,1.18,0.00,0.14,0.23,0.02,-0.03
31,1.000,0.97,0.64,0.68,0.01,-0.04,-0.12,-0.03,0.22,-0.02,1.19,-0.04,0.18,0.18,0.01,-0.01
32,1.033,0.98,0.64,0.69,0.05,-0.03,-0.09,-0.05,0.26,-0.02,1.08,-0.01,0.18,0.15,-0.01,-0.01
33,1.067,0.98,0.64,0.68,0.04,-0.05,-0.10,-0.05,0.32,-0.03,0.91,0.01,0.13,0.10,-0.01,-0.00
34,1.100,0.97,0.64,0.68,0.04,-0.03,-0.08,-0.05,0.35,-0.01,0.87,-0.01,0.13,0.04,-0.01,-0.03
35,1.133,0.97,0.64,0.68,0.07,-0.03,-0.07,-0.04,0.30,-0.00,0.74,0.01,0.16,0.13,0.03,-0.03
36,1.167,0.98,0.64,0.68,0.06,-0.04,-0.06,-0.05,0.32,0.01,0.60,0.03,0.15,0.09,0.01,-0.03
37,1.200,0.98,0.64,0.68,0.08,-0.00,-0.07,-0.06,0.35,0.05,0.67,-0.01,0.15,0.09,0.06,-0.01
38,1.233,0.98,0.64,0.67,0.07,-0.01,-0.07,-0.05,0.33,0.07,0.73,-0.02,0.17,0.14,0.06,-0.01
39,1.267,0.98,0.65,0.66,0.08,-0.02,-0.06,-0.04,0.29,0.05,0.72,-0.02,0.17,0.16,0.07,-0.03
40,1.300,0.98,0.63,0.67,0.04,-0.04,-0.03,-0.06,0.37,0.02,0.53,-0.02,0.13,0.12,0.05,-0.05
41,1.333,0.98,0.57,0.67,0.10,0.02,-0.07,0.01,0.43,-0.03,0.74,-0.03,0.09,0.15,-0.00,-0.02
42,1.367,0.98,0.57,0.67,0.06,0.05,-0.11,0.00,0.51,-0.01,1.09,-0.06,0.18,0.30,0.00,-0.03
43,1.400,0.98,0.58,0.67,0.03,0.02,-0.18,-0.04,0.62,-0.05,1.28,-0.02,0.23,0.40,0.07,-0.01
44,1.433,0.98,0.60,0.66,0.02,0.03,-0.13,-0.08,0.67,-0.02,1.51,0.00,0.36,0.33,0.09,-0.01
45,1.467,0.98,0.62,0.66,0.04,0.00,-0.13,-0.07,0.61,-0.00,1.43,-0.02,0.35,0.25,0.10,-0.03
46,1.500,0.98,0.63,0.66,0.05,0.01,-0.13,-0.06,0.53,0.02,1.52,0.02,0.40,0.26,0.05,-0.05
47,1.533,0.98,0.63,0.66,0.05,0.02,-0.13,-0.08,0.52,0.01,1.59,0.02,0.42,0.28,0.08,-0.03
48,1.567,0.97,0.62,0.66,0.04,0.03,-0.14,-0.05,0.56,-0.02,1.51,0.00,0.41,0.29,0.11,-0.01
