frame,timestamp,face_detection_confidence_score,pitch_indicative_ratio,yaw_indicative_ratio,AU1,AU2,AU4,AU5,AU6,AU9,AU12,AU15,AU17,AU20,AU25,AU26
1,0.000,0.99,0.63,0.66,0.26,0.29,-0.11,0.17,0.18,0.20,-0.08,0.10,0.20,0.08,-0.03,-0.02
2,0.033,0.98,0.63,0.64,0.23,0.33,-0.18,0.16,0.15,0.14,-0.07,0.13,0.16,0.12,-0.09,-0.08
3,0.067,0.98,0.62,0.63,0.02,0.13,-0.11,0.05,0.24,0.12,-0.01,0.11,0.20,0.15,-0.04,-0.06
4,0.100,0.94,0.61,0.61,0.09,0.23,-0.14,0.05,0.18,0.14,-0.07,0.09,0.25,0.19,-0.01,-0.09
5,0.133,0.94,0.59,0.58,0.15,0.29,-0.18,0.03,0.16,0.14,-0.02,0.18,0.23,0.27,-0.01,-0.08
6,0.167,0.91,0.56,0.56,0.17,0.15,-0.16,0.03,0.24,0.06,0.08,0.19,0.21,0.17,0.10,-0.02
7,0.200,0.93,0.56,0.53,0.14,0.10,-0.03,0.06,0.22,0.04,0.08,0.17,0.19,0.15,0.06,-0.13
8,0.233,0.93,0.55,0.48,0.10,-0.05,-0.02,0.04,0.29,0.05,0.06,0.18,0.14,0.12,0.03,-0.12
9,0.267,0.93,0.54,0.45,0.28,0.05,0.24,-0.00,0.21,0.05,0.09,0.18,0.12,0.19,0.04,-0.10
10,0.300,0.91,0.56,0.40,0.28,0.23,0.03,0.12,0.18,0.00,0.11,0.35,0.27,0.17,0.19,-0.09
11,0.333,0.91,0.56,0.34,0.27,0.11,0.01,0.16,0.13,-0.09,0.18,0.41,0.40,0.17,0.06,0.01
12,0.367,0.88,0.53,0.30,0.21,0.13,0.04,0.18,0.31,0.04,0.16,0.21,0.24,0.12,0.34,0.01
13,0.400,0.90,0.55,0.25,0.26,0.06,0.07,0.16,0.14,-0.14,0.04,0.30,0.49,0.07,0.16,0.18
14,0.433,0.89,0.61,0.16,0.08,-0.10,0.13,0.11,0.30,-0.09,0.01,0.28,0.34,0.07,0.28,0.11
15,0.467,0.88,0.52,0.11,0.18,-0.07,0.18,0.11,0.53,0.06,0.33,0.47,0.29,-0.12,0.36,0.20
16,0.500,0.89,0.63,0.14,0.12,-0.11,0.42,0.23,0.37,0.18,0.21,0.47,0.28,-0.17,0.51,0.41
17,0.533,0.86,0.70,0.11,0.19,-0.14,0.37,0.22,0.42,0.20,0.20,0.31,0.43,-0.17,0.47,0.51
18,0.567,0.87,0.52,0.11,0.37,0.00,0.43,0.13,0.55,0.27,0.26,0.04,0.57,-0.22,0.43,0.11
19,0.600,0.83,0.52,0.15,0.37,-0.06,0.47,0.12,0.59,0.17,0.19,0.04,0.37,-0.16,0.27,0.05
20,0.633,0.83,0.53,0.15,0.44,-0.01,0.31,0.30,0.77,0.10,0.22,0.07,0.43,-0.11,0.38,-0.03
21,0.667,0.80,0.51,0.12,0.37,0.04,0.47,0.23,1.17,0.33,0.26,0.07,0.54,-0.06,0.37,0.03
22,0.700,0.80,0.53,0.14,0.30,-0.00,0.42,0.16,0.90,0.31,0.29,0.18,0.38,-0.03,0.31,0.10
23,0.733,0.79,0.72,0.10,0.18,0.06,0.61,0.11,0.83,0.40,0.13,0.19,0.25,-0.06,0.29,0.09
24,0.767,0.85,0.81,0.05,0.18,0.09,0.63,0.30,0.92,0.49,0.27,0.22,0.44,-0.06,0.34,0.15
25,0.800,0.87,0.86,0.05,0.19,0.09,1.07,0.30,0.68,0.56,0.11,0.28,0.29,-0.06,0.30,0.25
26,0.833,0.85,0.73,0.06,0.10,-0.02,0.64,0.21,0.42,0.33,0.05,0.14,0.05,-0.10,0.28,0.33
27,0.867,0.84,0.61,0.06,0.13,0.02,0.64,0.19,0.35,0.43,-0.11,0.08,0.11,-0.08,0.47,0.35
28,0.900,0.81,0.64,0.05,0.24,0.10,0.69,0.21,0.21,0.43,-0.17,-0.01,0.16,-0.07,0.42,0.21
29,0.933,0.80,0.55,0.08,0.12,-0.03,0.36,0.18,0.43,0.43,-0.01,0.06,0.24,-0.07,0.45,0.42
30,0.967,0.88,0.47,0.11,0.33,-0.04,0.49,0.10,0.52,0.30,0.06,0.08,0.31,-0.19,0.46,0.19
