frame,timestamp,face_detection_confidence_score,pitch_indicative_ratio,yaw_indicative_ratio,AU1,AU2,AU4,AU5,AU6,AU9,AU12,AU15,AU17,AU20,AU25,AU26
1,0.000,0.96,0.73,0.67,-0.05,-0.00,0.16,0.00,0.08,0.10,0.02,0.19,0.16,-0.10,0.02,0.13
2,0.033,0.96,0.72,0.67,-0.07,-0.01,0.15,0.00,0.11,0.11,0.03,0.22,0.15,-0.12,0.00,0.17
3,0.067,0.96,0.72,0.66,-0.06,0.03,0.13,-0.02,0.10,0.10,0.02,0.15,0.12,-0.06,-0.00,0.20
4,0.100,0.96,0.72,0.67,-0.05,-0.01,0.14,-0.03,0.09,0.11,0.01,0.17,0.10,-0.07,-0.01,0.17
5,0.133,0.96,0.72,0.67,-0.08,0.01,0.14,-0.02,0.10,0.11,0.00,0.15,0.13,-0.07,-0.03,0.25
6,0.167,0.96,0.72,0.66,-0.07,0.02,0.16,-0.00,0.10,0.11,0.02,0.19,0.10,-0.06,-0.03,0.20
7,0.200,0.96,0.72,0.66,-0.05,0.03,0.11,0.03,0.09,0.12,0.01,0.16,0.08,-0.07,-0.03,0.17
8,0.233,0.96,0.72,0.66,-0.05,0.01,0.11,0.03,0.10,0.10,0.01,0.14,0.10,-0.07,-0.06,0.17
9,0.267,0.96,0.71,0.65,0.00,0.01,0.09,0.03,0.08,0.09,0.02,0.10,0.08,-0.06,-0.05,0.12
10,0.300,0.96,0.71,0.67,-0.02,0.04,0.13,0.02,0.07,0.11,0.03,0.08,0.07,-0.04,-0.02,0.12
11,0.333,0.95,0.69,0.66,-0.01,0.02,0.17,0.02,0.09,0.10,0.02,0.06,0.07,-0.04,-0.01,0.10
12,0.367,0.95,0.69,0.67,-0.00,-0.01,0.15,0.02,0.06,0.11,0.02,0.08,0.11,-0.05,0.02,0.09
13,0.400,0.93,0.69,0.67,0.01,-0.02,0.16,0.02,0.04,0.10,0.06,0.11,0.10,-0.08,0.02,0.09
14,0.433,0.93,0.69,0.67,0.01,-0.03,0.14,0.02,0.02,0.10,0.05,0.05,0.09,-0.09,0.01,0.06
15,0.467,0.93,0.67,0.67,0.01,-0.04,0.14,0.01,0.06,0.12,0.03,0.02,0.08,-0.07,0.02,0.07
16,0.500,0.93,0.67,0.65,0.02,-0.00,0.09,0.01,0.09,0.14,0.03,-0.01,0.06,-0.07,0.01,0.09
17,0.533,0.94,0.68,0.65,0.01,0.00,0.11,0.00,0.12,0.14,0.01,-0.04,0.03,-0.07,0.03,0.10
18,0.567,0.94,0.67,0.65,0.05,-0.01,0.10,0.00,0.09,0.14,0.02,-0.00,0.04,-0.06,0.03,0.07
19,0.600,0.94,0.67,0.66,0.03,-0.01,0.11,0.01,0.11,0.15,0.01,-0.00,0.02,-0.06,0.02,0.09
20,0.633,0.93,0.66,0.66,0.02,0.02,0.02,0.03,0.12,0.13,-0.04,0.02,0.02,-0.07,0.02,0.12
21,0.667,0.95,0.65,0.65,0.04,0.00,0.06,0.02,0.13,0.13,-0.04,0.02,0.02,-0.03,0.07,0.09
22,0.700,0.94,0.65,0.65,0.06,0.05,0.02,0.06,0.15,0.12,-0.08,-0.00,0.04,-0.03,0.09,0.06
23,0.733,0.97,0.64,0.65,0.00,0.04,0.07,0.03,0.11,0.10,-0.08,-0.05,-0.02,-0.09,0.10,0.09
24,0.767,0.97,0.63,0.65,0.02,0.05,0.04,0.08,0.08,0.06,-0.08,-0.03,-0.00,-0.08,0.12,0.10
25,0.800,0.97,0.63,0.65,-0.00,0.06,0.09,0.05,0.10,0.09,-0.12,-0.00,0.01,-0.06,0.15,0.15
26,0.833,0.96,0.63,0.66,-0.02,0.06,0.12,0.06,0.04,0.10,-0.11,0.00,-0.02,-0.09,0.15,0.16
27,0.867,0.97,0.63,0.64,-0.02,0.04,0.10,0.04,0.05,0.08,-0.15,0.03,-0.00,-0.09,0.13,0.10
28,0.900,0.97,0.62,0.64,0.01,0.04,0.10,0.03,0.07,0.08,-0.17,0.04,-0.01,-0.06,0.22,0.11
29,0.933,0.97,0.62,0.63,-0.03,0.05,0.12,0.04,0.06,0.04,-0.22,0.08,-0.02,-0.08,0.32,0.18
30,0.967,0.97,0.61,0.64,-0.06,0.01,0.11,0.04,0.07,0.05,-0.21,0.09,-0.05,-0.03,0.22,0.17
31,1.000,0.98,0.60,0.62,0.02,0.08,0.04,0.11,0.05,0.08,-0.16,0.07,-0.03,-0.05,0.25,0.05
32,1.033,0.97,0.61,0.61,0.03,0.08,0.09,0.12,0.09,0.07,-0.17,0.06,-0.02,-0.08,0.33,0.15
33,1.067,0.97,0.62,0.60,0.00,0.07,0.09,0.14,0.12,0.06,-0.09,0.10,0.03,-0.02,0.28,0.18
34,1.100,0.97,0.59,0.58,0.02,0.02,0.14,0.13,0.15,0.07,-0.09,0.14,0.06,0.04,0.38,0.09
35,1.133,0.96,0.57,0.58,0.02,0.04,0.09,0.11,0.13,0.03,-0.07,0.16,0.01,0.00,0.33,0.13
36,1.167,0.95,0.58,0.60,0.02,0.01,0.13,0.13,0.10,0.07,-0.09,0.06,-0.08,0.01,0.36,0.16
37,1.200,0.95,0.58,0.58,0.01,0.02,0.06,0.14,0.09,0.05,-0.15,0.10,-0.10,0.03,0.46,0.16
38,1.233,0.95,0.58,0.58,0.01,0.10,0.11,0.11,0.10,0.01,-0.16,0.09,-0.09,0.12,0.69,0.16
39,1.267,0.95,0.57,0.57,0.04,0.12,0.06,0.08,0.11,0.03,-0.06,0.09,-0.12,0.07,0.68,0.03
