frame,timestamp,face_detection_confidence_score,pitch_indicative_ratio,yaw_indicative_ratio,AU1,AU2,AU4,AU5,AU6,AU9,AU12,AU15,AU17,AU20,AU25,AU26
1,0.000,0.94,0.84,0.14,0.46,0.36,0.48,-0.00,0.40,0.16,0.35,0.20,0.23,-0.12,0.44,0.53
2,0.033,0.95,0.84,0.19,1.76,1.83,0.32,0.07,0.29,0.22,0.34,0.13,0.08,0.02,1.04,0.63
3,0.067,0.93,0.86,0.23,2.04,2.07,0.24,0.12,0.15,0.16,0.30,0.05,0.03,-0.03,0.65,0.51
4,0.100,0.94,0.84,0.24,1.98,1.99,0.34,0.14,0.10,0.14,0.27,0.03,0.06,-0.02,0.95,0.72
5,0.133,0.95,0.82,0.27,2.52,2.54,0.34,0.32,0.10,0.18,0.28,0.09,0.05,-0.01,0.95,0.92
6,0.167,0.94,0.80,0.31,2.54,2.86,0.23,0.41,0.08,0.18,0.21,0.12,0.07,0.04,0.66,0.69
7,0.200,0.93,0.81,0.33,2.69,2.96,0.20,0.45,0.06,0.16,0.17,0.11,0.10,0.08,0.58,0.83
8,0.233,0.94,0.80,0.36,2.82,3.12,0.12,0.57,0.01,0.12,0.23,0.16,0.01,0.14,0.86,0.90
9,0.267,0.95,0.80,0.38,2.79,3.09,0.18,0.63,0.04,0.13,0.22,0.16,0.04,0.18,0.79,0.84
10,0.300,0.95,0.79,0.39,2.88,3.03,0.05,0.70,-0.06,0.05,0.09,0.11,0.08,0.10,0.52,0.67
11,0.333,0.98,0.80,0.39,2.84,2.99,0.12,0.83,-0.06,0.06,0.04,0.07,0.10,0.05,0.59,0.68
12,0.367,0.97,0.79,0.42,2.95,3.03,0.26,0.87,-0.11,0.06,0.08,0.07,0.04,0.03,0.78,0.81
13,0.400,0.97,0.80,0.44,2.98,3.16,0.42,1.35,0.04,0.08,0.15,0.06,0.10,0.04,0.28,0.46
14,0.433,0.98,0.81,0.45,3.11,3.21,0.59,1.66,0.08,0.11,0.12,0.07,0.03,0.02,0.42,0.58
15,0.467,0.97,0.79,0.46,3.08,3.14,0.52,1.99,0.15,0.09,0.15,0.06,0.05,0.01,0.44,0.55
16,0.500,0.97,0.81,0.46,3.09,3.16,0.61,2.12,0.19,0.12,0.14,0.06,0.02,-0.01,0.32,0.55
17,0.533,0.96,0.81,0.46,3.12,3.13,0.62,2.15,0.18,0.12,0.13,0.06,0.00,-0.01,0.30,0.55
18,0.567,0.97,0.82,0.46,3.17,3.13,0.67,2.29,0.17,0.11,0.12,0.04,-0.01,-0.01,0.31,0.47
19,0.600,0.97,0.82,0.46,3.24,3.12,0.64,2.20,0.16,0.13,0.19,0.01,-0.03,0.02,0.29,0.45
20,0.633,0.96,0.82,0.46,3.33,3.28,0.69,2.09,0.14,0.14,0.17,0.04,-0.05,-0.02,0.30,0.50
21,0.667,0.96,0.82,0.46,3.25,3.24,0.65,2.16,0.16,0.12,0.25,0.03,-0.04,-0.02,0.25,0.46
22,0.700,0.96,0.82,0.46,3.29,3.22,0.71,2.19,0.15,0.12,0.23,0.05,-0.01,-0.02,0.32,0.44
23,0.733,0.97,0.82,0.47,3.16,3.12,0.66,2.21,0.16,0.13,0.23,0.06,-0.04,-0.01,0.27,0.48
24,0.767,0.97,0.82,0.47,3.21,3.16,0.68,2.20,0.20,0.14,0.21,0.05,-0.03,-0.04,0.19,0.43
25,0.800,0.96,0.82,0.47,3.25,3.15,0.60,2.31,0.18,0.13,0.26,0.05,-0.02,-0.03,0.26,0.47
26,0.833,0.96,0.82,0.47,3.25,3.06,0.61,2.43,0.19,0.09,0.27,0.02,-0.01,-0.06,0.23,0.42
27,0.867,0.96,0.82,0.47,3.27,3.09,0.51,2.51,0.21,0.08,0.37,0.03,0.00,-0.07,0.31,0.41
28,0.900,0.95,0.82,0.48,3.36,3.13,0.45,2.47,0.20,0.12,0.35,0.00,-0.00,-0.04,0.59,0.63
29,0.933,0.96,0.82,0.48,3.31,3.14,0.52,2.55,0.19,0.09,0.46,0.02,-0.02,-0.03,0.35,0.48
30,0.967,0.97,0.82,0.48,3.20,3.02,0.48,2.54,0.20,0.07,0.39,0.07,0.01,-0.05,0.29,0.41
31,1.000,0.97,0.82,0.48,3.22,3.04,0.54,2.59,0.18,0.10,0.32,0.07,0.05,-0.06,0.26,0.42
32,1.033,0.97,0.81,0.48,3.30,3.05,0.50,2.53,0.17,0.10,0.37,0.04,0.03,-0.05,0.30,0.39
33,1.067,0.95,0.82,0.48,3.27,3.06,0.51,2.46,0.16,0.09,0.32,0.10,0.04,-0.01,0.29,0.47
34,1.100,0.94,0.82,0.48,3.19,2.99,0.44,2.55,0.20,0.08,0.32,0.09,0.04,-0.03,0.35,0.50
35,1.133,0.95,0.83,0.48,3.23,2.98,0.43,2.48,0.18,0.07,0.24,0.09,0.09,-0.02,0.32,0.38
36,1.167,0.94,0.82,0.48,3.25,2.99,0.50,2.57,0.21,0.07,0.34,0.08,0.06,-0.03,0.32,0.45
37,1.200,0.93,0.82,0.48,3.20,2.98,0.52,2.46,0.19,0.09,0.30,0.10,0.10,-0.03,0.37,0.45
38,1.233,0.94,0.82,0.48,3.17,3.02,0.45,2.64,0.17,0.08,0.34,0.07,0.08,-0.04,0.59,0.56
39,1.267,0.94,0.81,0.48,3.17,3.04,0.47,2.60,0.15,0.07,0.32,0.09,0.12,-0.02,0.71,0.65
40,1.300,0.95,0.82,0.48,3.18,3.07,0.41,2.55,0.11,0.07,0.33,0.05,0.13,-0.01,0.91,0.68
41,1.333,0.94,0.82,0.48,3.10,3.00,0.50,2.47,0.13,0.09,0.31,0.08,0.09,-0.01,0.32,0.37
42,1.367,0.95,0.82,0.48,3.13,3.01,0.59,2.60,0.15,0.09,0.35,0.06,0.09,0.00,0.33,0.35
43,1.400,0.96,0.81,0.49,3.01,2.91,0.30,0.86,0.04,0.12,0.28,0.02,-0.01,0.10,0.51,0.51
44,1.433,0.94,0.80,0.48,3.04,2.93,0.63,0.43,0.11,0.21,0.24,0.06,0.08,0.17,0.21,0.25
45,1.467,0.93,0.77,0.47,3.08,2.86,0.72,0.29,0.11,0.21,0.26,0.03,0.07,0.13,0.05,0.25
46,1.500,0.95,0.76,0.48,3.20,2.91,0.71,0.26,0.08,0.19,0.14,0.01,0.08,0.15,0.35,0.40
47,1.533,0.94,0.79,0.49,2.96,2.91,0.55,0.29,0.13,0.22,0.22,0.04,0.13,0.17,0.39,0.39
48,1.567,0.96,0.81,0.50,2.83,2.79,0.47,0.30,0.07,0.19,0.33,0.01,0.08,0.09,0.39,0.40
49,1.600,0.97,0.82,0.50,3.00,2.87,0.43,0.43,0.08,0.12,0.33,0.01,0.07,0.03,0.44,0.40
50,1.633,0.97,0.82,0.50,2.89,2.78,0.36,0.83,0.08,0.08,0.34,0.01,-0.00,0.07,0.53,0.48
51,1.667,0.96,0.83,0.49,3.09,2.96,0.60,1.68,0.14,0.10,0.23,0.04,0.01,0.01,0.25,0.28
52,1.700,0.97,0.82,0.49,2.97,2.87,0.57,1.53,0.16,0.10,0.26,0.03,0.03,0.04,0.35,0.33
53,1.733,0.95,0.83,0.49,2.91,2.86,0.58,0.48,0.12,0.17,0.24,0.03,0.01,0.10,0.55,0.57
54,1.767,0.95,0.78,0.49,3.11,2.91,0.87,0.38,0.12,0.18,0.25,0.03,0.04,0.15,0.22,0.37
55,1.800,0.95,0.77,0.48,3.01,2.76,0.68,0.26,0.07,0.19,0.16,-0.00,0.03,0.10,0.22,0.37
56,1.833,0.95,0.74,0.48,3.07,2.86,0.79,0.43,0.09,0.19,0.13,0.02,0.10,0.09,0.19,0.30
57,1.867,0.96,0.78,0.48,2.81,2.71,0.74,0.22,0.06,0.18,0.23,0.01,0.03,0.07,0.25,0.39
58,1.900,0.96,0.79,0.48,2.54,2.64,0.62,0.30,0.09,0.17,0.31,-0.01,0.14,0.10,0.38,0.66
59,1.933,0.96,0.79,0.48,2.66,2.66,0.60,0.50,0.07,0.11,0.25,-0.01,0.11,0.08,0.38,0.57
60,1.967,0.97,0.79,0.48,2.76,2.68,0.70,0.84,0.07,0.10,0.26,-0.00,0.01,0.05,0.23,0.33
61,2.000,0.97,0.81,0.50,2.73,2.60,0.72,1.02,0.10,0.12,0.18,-0.02,0.04,0.01,0.08,0.23
62,2.033,0.97,0.80,0.50,2.75,2.58,0.77,1.14,0.11,0.12,0.19,-0.00,0.06,0.03,0.10,0.26
63,2.067,0.96,0.81,0.49,2.69,2.52,0.64,0.83,0.07,0.10,0.19,0.01,0.05,0.01,0.14,0.32
64,2.100,0.96,0.80,0.47,2.76,2.73,0.87,0.44,0.07,0.16,0.23,0.00,0.04,0.09,0.17,0.37
65,2.133,0.97,0.77,0.48,2.85,2.72,0.74,0.29,0.11,0.19,0.25,-0.02,0.08,0.12,0.13,0.32
66,2.167,0.97,0.77,0.46,2.71,2.71,0.76,0.34,0.11,0.20,0.31,-0.01,0.08,0.13,0.13,0.40
67,2.200,0.97,0.80,0.47,2.61,2.60,0.73,0.40,0.16,0.17,0.31,0.02,0.08,0.17,0.14,0.44
68,2.233,0.97,0.81,0.47,2.55,2.64,0.71,0.25,0.13,0.16,0.34,0.03,0.02,0.04,0.20,0.53
69,2.267,0.97,0.81,0.48,2.63,2.70,0.34,0.45,0.11,0.12,0.35,0.02,-0.00,0.06,0.27,0.60
70,2.300,0.96,0.81,0.48,2.57,2.73,0.44,1.07,0.09,0.10,0.23,0.01,0.08,0.13,0.48,0.68
71,2.333,0.96,0.81,0.48,2.71,2.70,0.60,1.62,0.10,0.13,0.20,0.01,0.04,0.07,0.31,0.45
72,2.367,0.96,0.81,0.48,2.72,2.81,0.70,1.72,0.10,0.11,0.22,0.01,0.05,0.08,0.36,0.53
73,2.400,0.96,0.81,0.48,2.75,2.74,0.70,1.95,0.11,0.13,0.21,0.07,0.04,0.06,0.23,0.40
74,2.433,0.96,0.81,0.49,2.63,2.70,0.85,2.05,0.11,0.10,0.28,0.06,-0.01,0.08,0.23,0.41
75,2.467,0.96,0.81,0.49,2.68,2.73,0.79,1.95,0.11,0.11,0.27,0.04,0.01,0.09,0.23,0.38
76,2.500,0.96,0.81,0.48,2.77,2.75,0.78,1.73,0.11,0.13,0.23,0.04,0.02,0.06,0.27,0.44
77,2.533,0.96,0.82,0.47,2.80,2.83,0.77,0.37,0.05,0.19,0.28,0.01,-0.01,0.04,0.25,0.52
78,2.567,0.96,0.75,0.45,2.77,2.76,0.85,0.40,0.12,0.20,0.27,0.00,0.07,0.22,0.34,0.60
79,2.600,0.95,0.74,0.44,2.92,2.95,0.79,0.36,0.02,0.18,0.34,-0.01,0.18,0.24,0.55,0.68
80,2.633,0.95,0.74,0.45,2.85,2.88,0.90,0.39,0.15,0.19,0.43,0.05,0.17,0.25,0.34,0.63
81,2.667,0.95,0.78,0.46,2.78,2.82,0.95,0.34,0.12,0.20,0.35,0.09,0.10,0.19,0.13,0.53
82,2.700,0.97,0.81,0.46,2.71,2.67,0.78,0.21,0.03,0.18,0.22,0.01,0.07,0.03,0.04,0.39
83,2.733,0.96,0.80,0.46,2.73,2.66,0.77,0.44,0.02,0.12,0.25,0.01,0.05,0.07,0.16,0.47
84,2.767,0.96,0.80,0.46,2.88,2.71,0.82,0.81,0.03,0.14,0.17,0.02,0.07,0.06,0.08,0.35
85,2.800,0.96,0.80,0.46,2.87,2.74,0.85,1.25,0.05,0.14,0.09,0.07,0.11,0.05,0.09,0.31
86,2.833,0.95,0.79,0.46,2.78,2.75,0.85,1.47,0.06,0.13,0.07,0.05,0.08,0.03,0.06,0.26
87,2.867,0.97,0.80,0.46,2.74,2.76,0.77,1.72,0.05,0.13,0.03,0.01,0.07,0.04,0.11,0.29
88,2.900,0.98,0.80,0.46,2.79,2.74,0.86,1.61,0.05,0.15,0.04,0.03,0.08,0.08,0.11,0.27
89,2.933,0.98,0.80,0.46,2.81,2.79,0.87,1.49,0.05,0.15,0.07,0.04,0.08,0.07,0.06,0.26
90,2.967,0.98,0.80,0.46,2.84,2.80,0.85,1.47,0.03,0.15,0.07,0.06,0.09,0.09,0.12,0.29
91,3.000,0.98,0.78,0.47,2.85,2.80,0.81,1.64,0.09,0.13,0.07,0.06,0.09,0.09,0.23,0.39
92,3.033,0.98,0.78,0.48,2.75,2.81,0.88,1.72,0.12,0.12,0.08,0.09,0.13,0.10,0.26,0.40
93,3.067,0.98,0.78,0.48,2.74,2.78,0.87,1.68,0.13,0.13,0.09,0.06,0.15,0.10,0.38,0.41
94,3.100,0.98,0.78,0.49,2.77,2.82,0.92,1.54,0.09,0.10,0.09,0.07,0.13,0.08,0.22,0.37
95,3.133,0.98,0.78,0.49,2.73,2.76,0.84,1.19,0.13,0.12,0.09,0.06,0.14,0.08,0.25,0.39
96,3.167,0.96,0.80,0.47,2.86,2.93,1.04,0.41,0.05,0.19,0.08,0.04,0.11,0.10,0.14,0.37
97,3.200,0.96,0.73,0.46,2.97,2.97,1.08,0.36,0.18,0.25,0.20,0.04,0.20,0.25,0.16,0.34
