frame,timestamp,face_detection_confidence_score,pitch_indicative_ratio,yaw_indicative_ratio,AU1,AU2,AU4,AU5,AU6,AU9,AU12,AU15,AU17,AU20,AU25,AU26
1,0.000,0.97,0.63,0.50,0.13,0.02,-0.07,-0.03,-0.05,0.02,-0.06,0.04,0.11,0.01,-0.01,0.02
2,0.033,0.97,0.65,0.50,0.09,0.01,-0.04,-0.04,-0.03,0.03,-0.04,0.03,0.13,0.02,-0.01,0.04
3,0.067,0.97,0.67,0.49,0.10,0.01,-0.03,-0.04,-0.03,0.04,-0.05,0.04,0.12,0.02,0.01,0.04
4,0.100,0.97,0.68,0.49,0.08,-0.02,-0.05,-0.04,-0.02,0.04,-0.03,0.04,0.12,0.03,0.01,0.04
5,0.133,0.97,0.67,0.49,0.08,-0.01,-0.07,-0.05,-0.01,0.03,-0.04,0.03,0.13,0.03,0.02,0.04
6,0.167,0.97,0.67,0.49,0.18,0.09,-0.10,-0.08,-0.01,0.01,-0.02,0.01,0.10,0.04,0.03,0.09
7,0.200,0.97,0.66,0.49,0.16,0.04,-0.06,-0.01,0.04,-0.02,-0.01,0.04,0.10,0.03,0.08,0.22
8,0.233,0.97,0.66,0.49,0.04,0.10,-0.05,0.04,-0.09,-0.02,0.44,0.04,0.49,0.22,0.05,0.54
9,0.267,0.95,0.62,0.51,0.29,0.30,-0.12,-0.09,0.05,-0.08,0.20,0.20,2.17,1.21,0.15,1.14
10,0.300,0.95,0.60,0.51,0.35,0.39,-0.08,-0.07,0.14,-0.02,0.47,0.28,2.59,1.56,0.19,1.29
11,0.333,0.93,0.60,0.52,0.31,0.37,-0.09,-0.02,0.17,-0.04,0.49,0.16,2.69,1.60,0.45,1.43
12,0.367,0.94,0.60,0.53,0.20,0.36,-0.17,-0.05,0.20,-0.06,0.47,0.07,2.78,1.57,0.32,1.39
13,0.400,0.93,0.62,0.52,0.06,0.21,-0.21,-0.07,0.28,-0.08,0.65,-0.03,2.52,1.83,0.19,1.33
14,0.433,0.93,0.64,0.53,-0.03,0.10,-0.17,-0.09,0.08,-0.06,0.62,-0.08,2.46,2.13,0.16,1.05
15,0.467,0.93,0.64,0.53,0.01,0.09,-0.17,-0.11,0.05,-0.04,0.73,-0.04,2.27,2.10,0.09,1.06
16,0.500,0.94,0.65,0.53,0.09,0.15,-0.15,-0.10,-0.05,-0.07,0.65,-0.05,2.16,1.98,0.11,1.00
17,0.533,0.93,0.64,0.53,0.03,0.05,-0.09,-0.13,-0.12,-0.03,0.65,-0.04,2.21,2.02,0.11,0.97
18,0.567,0.93,0.64,0.53,0.03,0.06,-0.12,-0.10,-0.19,-0.03,0.57,-0.02,2.13,2.00,0.13,0.92
19,0.600,0.93,0.64,0.53,0.05,0.07,-0.14,-0.09,-0.25,-0.04,0.44,-0.03,1.97,1.83,0.13,0.97
20,0.633,0.92,0.64,0.53,0.02,0.03,-0.09,-0.07,-0.31,-0.02,0.47,-0.03,1.90,1.80,0.10,0.96
21,0.667,0.92,0.65,0.52,0.03,0.02,-0.03,-0.07,-0.32,-0.04,0.39,0.04,1.71,1.60,0.13,1.04
22,0.700,0.92,0.64,0.52,0.04,0.03,-0.07,-0.05,-0.33,-0.03,0.25,0.01,1.69,1.62,0.06,1.20
23,0.733,0.91,0.61,0.52,0.05,0.03,-0.10,-0.09,-0.16,0.03,0.21,0.09,1.93,1.68,0.07,0.95
24,0.767,0.92,0.61,0.52,0.03,0.05,-0.03,-0.09,-0.11,-0.01,0.18,0.10,1.96,1.56,0.05,0.75
25,0.800,0.94,0.62,0.52,0.07,0.05,-0.04,-0.07,-0.20,-0.04,0.27,0.13,2.15,1.21,0.05,0.55
26,0.833,0.93,0.64,0.52,0.07,0.04,0.03,-0.07,-0.18,-0.02,0.11,0.21,2.16,1.00,0.11,0.48
27,0.867,0.90,0.63,0.53,0.10,0.04,-0.03,-0.06,-0.08,-0.05,0.12,0.56,1.83,0.26,0.07,0.28
28,0.900,0.91,0.63,0.52,0.10,-0.01,0.01,-0.09,-0.07,0.01,-0.04,0.58,1.45,0.05,0.06,0.17
29,0.933,0.93,0.62,0.53,0.19,0.04,-0.02,-0.13,0.01,-0.03,-0.15,0.59,1.38,-0.03,0.05,0.21
30,0.967,0.94,0.61,0.52,0.18,0.07,-0.05,-0.14,0.03,-0.01,-0.19,0.29,1.17,-0.06,0.12,0.32
31,1.000,0.94,0.61,0.52,0.14,0.02,-0.04,-0.15,0.11,0.00,-0.19,0.21,0.61,-0.07,0.16,0.28
32,1.033,0.95,0.63,0.52,0.18,0.08,-0.13,-0.13,0.07,0.04,-0.14,0.10,0.27,-0.04,0.14,0.27
33,1.067,0.95,0.61,0.52,0.16,0.09,-0.13,-0.14,0.10,0.04,-0.10,0.11,0.23,-0.03,0.14,0.23
34,1.100,0.95,0.61,0.53,0.15,0.10,-0.15,-0.14,0.08,0.07,-0.09,0.08,0.21,-0.02,0.13,0.19
35,1.133,0.94,0.61,0.52,0.13,0.09,-0.14,-0.14,0.06,0.05,-0.09,0.03,0.21,-0.02,0.12,0.15
36,1.167,0.95,0.62,0.53,0.13,0.09,-0.12,-0.15,0.05,0.07,-0.07,0.03,0.18,-0.03,0.10,0.11
37,1.200,0.94,0.61,0.53,0.20,0.20,-0.15,-0.19,-0.01,0.07,-0.10,0.05,0.16,-0.03,0.11,0.12
38,1.233,0.94,0.62,0.53,0.16,0.12,-0.14,-0.14,0.04,0.06,-0.10,0.07,0.17,0.00,0.11,0.08
39,1.267,0.94,0.62,0.52,0.29,0.25,-0.13,-0.17,0.01,0.05,-0.11,0.11,0.20,-0.02,0.13,0.03
40,1.300,0.95,0.63,0.52,0.21,0.06,-0.05,-0.07,0.10,0.02,-0.10,0.65,0.43,0.06,0.16,0.16
41,1.333,0.96,0.64,0.51,0.18,0.05,-0.03,-0.05,0.18,0.00,-0.09,0.76,0.46,0.13,0.41,0.17
