frame,timestamp,face_detection_confidence_score,pitch_indicative_ratio,yaw_indicative_ratio,AU1,AU2,AU4,AU5,AU6,AU9,AU12,AU15,AU17,AU20,AU25,AU26
1,0.000,0.92,0.71,0.62,-0.01,-0.07,0.11,-0.06,0.15,-0.03,0.09,0.65,0.39,0.00,0.08,0.84
2,0.033,0.93,0.72,0.62,0.02,-0.07,0.10,-0.05,0.11,-0.04,0.10,0.77,0.38,0.03,0.08,0.77
3,0.067,0.94,0.72,0.62,0.00,-0.06,0.09,-0.04,0.10,-0.03,0.06,0.63,0.42,0.03,0.04,0.80
4,0.100,0.94,0.72,0.62,0.00,-0.06,0.10,-0.04,0.11,-0.02,0.07,0.68,0.44,-0.00,0.05,0.75
5,0.133,0.94,0.72,0.62,0.00,-0.06,0.06,-0.04,0.09,-0.03,0.07,0.62,0.37,-0.03,0.03,0.81
6,0.167,0.93,0.72,0.63,0.01,-0.08,0.04,-0.05,0.13,-0.00,0.03,0.72,0.47,-0.02,0.07,0.83
7,0.200,0.93,0.73,0.62,0.01,-0.07,0.07,-0.04,0.10,-0.02,0.04,0.63,0.41,-0.01,0.08,0.82
8,0.233,0.93,0.72,0.63,-0.01,-0.07,0.06,-0.04,0.11,-0.00,0.03,0.66,0.36,-0.03,0.08,0.84
9,0.267,0.93,0.72,0.63,-0.01,-0.08,0.06,-0.04,0.12,-0.01,0.03,0.62,0.38,-0.02,0.07,0.82
10,0.300,0.93,0.72,0.63,-0.02,-0.09,0.05,-0.05,0.11,0.01,0.04,0.58,0.34,-0.03,0.09,0.85
11,0.333,0.94,0.72,0.63,-0.02,-0.08,0.02,-0.03,0.12,-0.01,0.02,0.65,0.32,-0.01,0.09,0.81
12,0.367,0.94,0.72,0.63,-0.04,-0.09,0.03,-0.02,0.11,0.01,0.04,0.53,0.24,-0.06,0.06,0.83
13,0.400,0.94,0.72,0.63,-0.04,-0.08,0.06,-0.05,0.09,0.00,0.03,0.74,0.40,-0.02,0.08,0.82
14,0.433,0.94,0.73,0.62,-0.04,-0.08,0.07,-0.05,0.11,0.00,0.02,0.73,0.34,-0.04,0.09,0.91
15,0.467,0.93,0.72,0.62,-0.05,-0.08,0.09,-0.05,0.12,0.01,0.08,0.86,0.31,-0.03,0.11,0.92
16,0.500,0.94,0.72,0.62,-0.01,-0.10,0.06,-0.05,0.13,-0.00,0.06,0.94,0.35,-0.04,0.08,0.84
17,0.533,0.93,0.71,0.62,-0.05,-0.09,0.05,-0.04,0.13,-0.01,0.10,0.97,0.37,-0.06,0.12,0.80
18,0.567,0.93,0.71,0.62,-0.03,-0.06,0.05,-0.04,0.18,0.02,0.06,1.02,0.35,0.03,0.09,0.88
