session_index,image_index,AU1_activation_value,AU2_activation_value,AU4_activation_value,AU5_activation_value,AU6_activation_value,AU9_activation_value,AU12_activation_value,AU15_activation_value,AU17_activation_value,AU20_activation_value,AU25_activation_value,AU26_activation_value
2,1,0.023666666666666666,0.024999999999999994,0.10300000000000004,0.04066666666666668,0.06633333333333341,0.05199999999999999,0.07033333333333333,0.03366666666666667,0.04833333333333332,0.03933333333333333,0.17999999999999994,0.083
2,2,0.061666666666666675,0.05766666666666668,0.2843333333333333,0.0,0.05299999999999999,0.0016666666666667052,0.02366666666666667,0.11633333333333333,0.07233333333333335,0.030666666666666648,0.30299999999999994,0.113
2,3,0.06466666666666668,0.05433333333333334,0.2366666666666666,0.08366666666666667,0.11166666666666672,0.09366666666666666,0.017666666666666664,0.00966666666666667,0.038000000000000006,0.06533333333333333,0.32666666666666666,0.06266666666666668
2,4,0.013333333333333329,0.020666666666666667,0.23733333333333329,0.06133333333333334,0.1363333333333334,0.08500000000000005,0.07633333333333331,0.07566666666666669,0.07633333333333332,0.04833333333333334,0.41466666666666663,0.024666666666666684
2,5,0.03600000000000001,0.0,0.2049999999999998,0.03899999999999999,0.047333333333333394,0.087,0.06799999999999999,0.059666666666666666,0.068,0.016333333333333325,0.4943333333333334,0.026666666666666665
3,2,0.1793333333333333,0.21466666666666664,1.3169999999999997,0.2766666666666666,0.005000000000000032,0.28,0.04100000000000001,0.09799999999999999,0.1986666666666667,0.16333333333333333,0.5393333333333334,0.1886666666666667
3,3,0.765,0.6316666666666667,0.27866666666666656,0.144,0.20500000000000004,0.0706666666666667,0.05166666666666667,0.09033333333333335,0.11399999999999998,0.08733333333333335,0.04200000000000004,0.08400000000000002
3,4,0.2163333333333333,0.07566666666666665,0.2666666666666667,0.06633333333333336,0.07733333333333337,0.09200000000000001,0.14633333333333334,0.044,0.08900000000000004,0.02333333333333331,0.3103333333333334,0.11433333333333334
3,5,0.12033333333333332,0.17333333333333334,0.9606666666666668,0.8270000000000001,0.07900000000000001,0.23500000000000004,0.05266666666666665,0.033666666666666664,0.033666666666666664,0.049,0.6890000000000001,0.17766666666666667
4,1,0.24733333333333332,0.17,0.3146666666666667,0.030000000000000013,0.07766666666666666,0.075,0.14100000000000001,0.03866666666666667,0.07633333333333336,0.14066666666666666,0.2956666666666667,0.07566666666666666
