session_index,image_index,AU1_activation_value,AU2_activation_value,AU4_activation_value,AU5_activation_value,AU6_activation_value,AU9_activation_value,AU12_activation_value,AU15_activation_value,AU17_activation_value,AU20_activation_value,AU25_activation_value,AU26_activation_value
1,2,0.1426666666666665,0.30366666666666686,0.11100000000000002,0.12499999999999994,0.07066666666666668,0.05800000000000001,0.049,0.11166666666666665,0.03466666666666665,0.06666666666666668,0.03966666666666667,0.05566666666666666
1,3,0.6239999999999999,0.5720000000000001,0.0010000000000000009,0.050333333333333334,0.041666666666666664,0.049666666666666665,0.018000000000000006,0.05800000000000001,0.07866666666666666,0.041,0.06833333333333334,0.08566666666666668
1,4,0.5186666666666667,0.42666666666666675,0.05066666666666665,0.023666666666666666,0.009666666666666664,0.04199999999999999,0.014999999999999993,0.024666666666666684,0.06833333333333336,0.05266666666666667,0.11833333333333333,0.04033333333333333
2,1,0.14233333333333337,0.0896666666666665,0.06333333333333334,0.0023333333333333366,0.03666666666666667,0.0020000000000000018,0.07333333333333333,0.040333333333333325,0.009333333333333346,0.055666666666666656,0.15499999999999997,0.028333333333333335
2,2,0.4103333333333332,0.293,0.065,0.018666666666666665,0.025000000000000005,0.025333333333333333,0.06666666666666667,0.030666666666666675,0.015,0.02833333333333331,0.05566666666666667,0.021333333333333336
2,3,0.3596666666666668,0.338,0.09033333333333332,0.0,0.0003333333333333313,0.030333333333333344,0.06699999999999999,0.041,0.05533333333333333,0.029666666666666647,0.054999999999999966,0.09233333333333332
2,4,0.6136666666666668,0.702,0.09633333333333334,0.134,0.05133333333333334,0.04033333333333334,0.07433333333333332,0.12433333333333335,0.08700000000000005,0.01366666666666666,0.0030000000000000027,0.045000000000000005
2,5,0.5373333333333334,0.45333333333333325,0.024333333333333325,0.08166666666666667,0.021000000000000005,0.031999999999999994,0.05499999999999999,0.054,0.06133333333333332,0.038,0.08900000000000002,0.07166666666666666
3,1,0.11266666666666669,0.10366666666666663,0.010999999999999996,0.09833333333333334,0.043666666666666666,0.030333333333333344,0.0,0.07333333333333333,0.048,0.03766666666666668,0.11733333333333335,0.03133333333333334
3,2,0.30300000000000016,0.44433333333333314,0.07433333333333333,0.13766666666666666,0.021666666666666667,0.06133333333333334,0.026000000000000002,0.028999999999999998,0.037333333333333385,0.035333333333333335,0.14200000000000002,0.033
3,3,0.4049999999999998,0.351,0.021000000000000005,0.03866666666666663,0.06066666666666667,0.042,0.06066666666666666,0.0010000000000000009,0.012999999999999984,0.07433333333333333,0.07433333333333333,0.051666666666666666
3,4,0.16133333333333333,0.142,0.107,0.06633333333333334,0.03866666666666667,0.039333333333333345,0.04499999999999999,0.1146666666666667,0.09599999999999996,0.039666666666666656,0.0,0.044
3,5,0.1883333333333333,0.11700000000000005,0.019666666666666666,0.02533333333333332,0.018666666666666665,0.010000000000000002,0.054333333333333324,0.036666666666666674,0.04333333333333331,0.06466666666666668,0.05300000000000002,0.02266666666666666
4,1,0.9746666666666668,0.902,0.094,0.0,0.008999999999999998,0.07566666666666667,0.00566666666666666,0.056666666666666664,0.05266666666666667,0.008666666666666673,0.06966666666666668,0.12933333333333336
4,2,0.2076666666666666,0.15966666666666668,0.03133333333333333,0.019333333333333334,0.006333333333333333,0.01666666666666667,0.008999999999999994,0.04,0.05733333333333332,0.018,0.13333333333333333,0.04799999999999998
4,3,0.07400000000000007,0.09766666666666668,0.056666666666666685,0.028333333333333332,0.023333333333333334,0.02600000000000001,0.03833333333333332,0.014666666666666665,0.04100000000000001,0.027333333333333334,0.04266666666666667,0.00033333333333333826
4,4,0.12500000000000006,0.2043333333333333,0.08366666666666665,0.05666666666666667,0.064,0.0,0.15133333333333335,0.45166666666666666,1.851,0.15333333333333335,0.05433333333333333,0.044
4,5,0.398,0.23100000000000004,0.068,0.42533333333333334,0.04633333333333333,0.033333333333333326,0.04166666666666666,0.06333333333333332,0.051666666666666694,0.03166666666666667,0.07766666666666668,0.013333333333333336
5,1,0.5929999999999999,0.7833333333333334,0.02766666666666667,0.2843333333333334,0.036000000000000004,0.03833333333333333,0.074,0.05266666666666667,0.0,0.034333333333333334,0.2873333333333333,0.09966666666666668
5,2,0.0,0.006000000000000005,0.10899999999999999,0.0,0.04533333333333334,0.07433333333333333,0.009000000000000001,0.12133333333333324,0.10033333333333339,0.13766666666666666,0.18166666666666667,0.2833333333333333
5,3,0.34233333333333343,0.2296666666666667,0.02400000000000002,0.05299999999999999,0.031000000000000003,0.04833333333333334,0.05299999999999999,0.07800000000000003,0.05866666666666662,0.009999999999999995,0.027333333333333334,0.03266666666666667
5,4,0.7466666666666666,0.6683333333333333,0.028666666666666663,0.27366666666666667,0.016666666666666666,0.058666666666666666,0.03633333333333334,0.11833333333333335,0.07100000000000001,0.007000000000000001,0.012666666666666715,0.04633333333333333
5,5,0.43166666666666664,0.424,0.041999999999999996,0.24133333333333334,0.036,0.038000000000000006,0.05566666666666666,0.03366666666666667,0.008666666666666684,0.07,0.13766666666666674,0.028333333333333335
