session_index,image_index,AU1_activation_value,AU2_activation_value,AU4_activation_value,AU5_activation_value,AU6_activation_value,AU9_activation_value,AU12_activation_value,AU15_activation_value,AU17_activation_value,AU20_activation_value,AU25_activation_value,AU26_activation_value
1,1,0.10666666666666674,0.21533333333333343,0.3866666666666667,0.11833333333333332,0.05866666666666668,0.2453333333333333,0.051000000000000004,0.12333333333333332,0.10566666666666667,0.013000000000000001,0.5096666666666667,0.3710000000000002
1,2,0.19,0.07799999999999997,0.09966666666666668,0.09,0.0,0.15933333333333338,0.1633333333333333,0.014333333333333337,0.0,0.0,1.545,0.9720000000000001
2,2,0.09466666666666669,0.14400000000000002,0.04633333333333339,0.10266666666666667,0.0,0.0,0.10633333333333334,0.04300000000000001,0.2776666666666666,0.15366666666666667,0.4023333333333332,0.4989999999999999
3,2,0.19399999999999998,0.15866666666666668,0.19199999999999995,0.017666666666666678,0.3386666666666666,0.3563333333333333,0.28733333333333333,0.09999999999999996,0.028,0.023000000000000003,1.383,0.6873333333333332
4,1,0.0,0.033333333333333326,0.15066666666666662,0.0,0.0,0.019666666666666638,0.10466666666666666,0.033,0.12833333333333335,0.114,0.0,0.024666666666666615
4,2,0.13899999999999998,0.10400000000000001,0.1543333333333333,0.13,0.03300000000000003,0.05366666666666664,0.022999999999999996,0.054666666666666655,0.23033333333333333,0.0,0.12466666666666648,0.44299999999999984
4,5,0.147,0.121,0.06466666666666665,0.052000000000000005,0.17233333333333328,0.14900000000000002,0.11099999999999999,0.015000000000000124,0.0,0.011666666666666686,1.041666666666667,0.5816666666666666
7,1,0.1386666666666666,0.10133333333333328,0.5166666666666667,0.14333333333333337,0.8173333333333334,0.45533333333333337,0.5493333333333333,0.5886666666666667,0.29100000000000004,0.049666666666666665,1.7683333333333326,0.275
7,3,0.2556666666666667,0.30999999999999994,0.06466666666666668,0.11499999999999999,0.03233333333333338,0.1386666666666667,0.10466666666666664,0.09599999999999997,0.11133333333333335,0.0,0.9239999999999999,0.6333333333333335
8,4,0.2866666666666666,0.481,0.3969999999999999,0.06033333333333335,0.218,0.21,0.06699999999999999,0.13433333333333333,0.43800000000000006,0.041000000000000036,0.2893333333333331,0.28700000000000003
8,5,0.13333333333333333,0.14333333333333334,0.2643333333333332,0.21666666666666667,0.03866666666666668,0.318,0.05933333333333333,0.12066666666666667,0.10133333333333333,0.03566666666666667,0.3270000000000002,0.18500000000000005
9,1,0.1843333333333333,0.09066666666666666,0.13766666666666666,0.07666666666666667,0.018666666666666692,0.026999999999999996,0.026333333333333327,0.005666666666666653,0.21799999999999997,0.07533333333333332,0.8936666666666666,0.8586666666666668
9,3,0.08199999999999999,0.15633333333333335,0.0,0.04066666666666667,0.0,0.0,0.13966666666666666,0.04799999999999999,0.29033333333333333,0.12566666666666665,0.0,0.7949999999999999
9,4,0.16966666666666666,0.17133333333333334,0.6533333333333333,0.07566666666666666,0.13399999999999998,0.10033333333333334,0.02433333333333331,0.09233333333333334,0.22499999999999998,0.041999999999999996,0.8530000000000001,0.05566666666666675
10,2,0.061333333333333365,0.032000000000000015,0.20766666666666667,0.09766666666666667,0.06566666666666669,0.01533333333333331,0.07433333333333333,0.05866666666666667,0.04166666666666667,0.06433333333333334,0.24400000000000022,0.49
10,3,0.22233333333333333,0.29100000000000004,0.15700000000000003,0.15899999999999997,0.010666666666666665,0.051000000000000004,0.027333333333333334,0.023666666666666676,0.06966666666666668,0.09033333333333333,0.4446666666666667,0.6756666666666667
10,4,0.10266666666666666,0.12,0.3376666666666666,0.15933333333333333,0.04733333333333334,0.145,0.009333333333333332,0.09433333333333334,0.11833333333333333,0.07533333333333335,0.3676666666666666,0.6656666666666669
