frame,timestamp,face_detection_confidence_score,pitch_indicative_ratio,yaw_indicative_ratio,AU1,AU2,AU4,AU5,AU6,AU9,AU12,AU15,AU17,AU20,AU25,AU26
1,0.000,0.85,0.78,0.37,0.58,0.68,0.33,0.07,1.49,0.39,2.98,0.05,0.02,0.58,3.33,1.38
2,0.033,0.85,0.78,0.36,0.60,0.68,0.31,0.09,1.39,0.39,2.89,0.09,0.03,0.60,3.37,1.55
3,0.067,0.85,0.76,0.36,0.63,0.67,0.27,0.10,1.48,0.38,3.12,0.09,0.01,0.56,3.57,1.72
4,0.100,0.85,0.75,0.36,0.57,0.71,0.27,0.11,1.49,0.35,3.07,0.10,-0.00,0.61,3.49,1.44
5,0.133,0.83,0.75,0.37,0.39,0.62,0.33,0.06,1.77,0.40,3.16,0.15,-0.03,0.59,3.56,1.46
6,0.167,0.85,0.76,0.37,0.39,0.57,0.22,0.02,1.72,0.38,3.09,0.14,-0.01,0.63,3.51,1.45
7,0.200,0.86,0.77,0.37,0.36,0.47,0.26,0.03,1.79,0.36,3.16,0.15,-0.06,0.62,3.60,1.25
8,0.233,0.85,0.78,0.37,0.35,0.61,0.35,0.03,1.86,0.47,3.03,0.17,-0.04,0.63,3.55,1.39
9,0.267,0.85,0.78,0.37,0.46,0.57,0.31,0.05,1.83,0.39,3.14,0.16,-0.02,0.63,3.55,1.32
10,0.300,0.86,0.77,0.36,0.43,0.56,0.34,0.04,1.80,0.44,3.07,0.18,-0.03,0.67,3.61,1.34
11,0.333,0.85,0.75,0.35,0.23,0.55,0.35,-0.03,1.94,0.58,2.92,0.16,0.03,0.69,3.65,1.26
12,0.367,0.87,0.75,0.35,0.31,0.43,0.36,-0.07,1.84,0.53,2.97,0.11,0.09,0.67,3.54,1.19
13,0.400,0.86,0.77,0.34,0.44,0.51,0.38,-0.02,2.07,0.51,3.19,0.14,0.00,0.66,3.64,1.09
14,0.433,0.86,0.77,0.34,0.61,0.68,0.35,0.07,1.60,0.40,3.13,0.13,0.03,0.67,3.57,1.17
15,0.467,0.88,0.78,0.33,0.69,0.88,0.39,0.15,1.53,0.43,3.21,0.15,-0.01,0.66,3.62,1.42
16,0.500,0.88,0.78,0.33,0.68,0.81,0.32,0.20,1.52,0.42,3.21,0.12,-0.04,0.63,3.70,1.42
17,0.533,0.89,0.79,0.33,0.89,0.98,0.29,0.26,1.54,0.43,3.12,0.13,-0.03,0.64,3.67,1.46
18,0.567,0.89,0.79,0.32,0.73,0.85,0.31,0.21,1.47,0.43,3.09,0.14,-0.06,0.58,3.75,1.90
19,0.600,0.89,0.79,0.32,0.68,0.81,0.37,0.18,1.51,0.40,3.13,0.13,-0.08,0.58,3.83,1.89
20,0.633,0.89,0.79,0.32,0.79,0.80,0.31,0.21,1.61,0.38,3.22,0.15,-0.04,0.52,3.91,1.97
21,0.667,0.88,0.78,0.32,0.77,0.84,0.22,0.23,1.52,0.36,3.14,0.12,-0.09,0.57,3.92,1.97
22,0.700,0.88,0.78,0.32,0.89,0.95,0.24,0.21,1.53,0.35,3.07,0.11,-0.06,0.53,3.96,1.95
23,0.733,0.89,0.78,0.32,0.94,1.02,0.24,0.35,1.49,0.37,3.07,0.11,-0.09,0.62,3.87,2.02
24,0.767,0.88,0.79,0.31,0.84,1.01,0.20,0.40,1.42,0.32,3.03,0.09,-0.04,0.58,3.90,2.05
